,type_of_reference,accession_number,title,publication_year,access_date,secondary_title,issn,alternate_title1,volume,number,start_page,authors,urls,language,doi,publisher,abstract,place_published,keywords,asreview_label,asreview_time,asreview_note,asreview_tag_existingproducts_commercialavailable,asreview_tag_existingproducts_experimental,asreview_tag_efficacymechanicsdelivery_efficacy,asreview_tag_efficacymechanicsdelivery_strainstraits,asreview_tag_efficacymechanicsdelivery_formulationdelivery_,asreview_tag_autodisseminationsocial_horizontalsporetransfer_,asreview_tag_nontargetecotox_apis,asreview_tag_nontargetecotox_bombus,asreview_tag_nontargetecotox_otherinsect,asreview_tag_nontargetecotox_othernoninstect,asreview_tag_nontargetecotox_human,asreview_tag_regulatorypolicy_euapproval,asreview_tag_regulatorypolicy_notallowed_,asreview_tag_regulatorypolicy_approvalpathways,asreview_tag_backgroundproxies_otherfungus,asreview_tag_backgroundproxies_generalbiology,asreview_tag_backgroundproxies_trapsbaits,asreview_tag_seedpaper_metaanalysis,asreview_tag_seedpaper_review,asreview_tag_seedpaper_vespavelutina,asreview_tag_seedpaper_vespideae,asreview_tag_nontargetecotox_apis-bombus,asreview_tag_nontargetecotox_othervespideae
447,JOUR,rayyan-628415834,"Entomopathogenic Fungi as Orchestrators of Plant Defense, Growth, and Stress Tolerance-A Comprehensive Review",2026,2,Journal of Basic Microbiology,,,66,2,e70161,"Rajendran, Yamini;Sankaran, Shanmugam Pagalahalli;Marimuthu, Murugan;Butt, Tariq M.;Nandagopal, Geetha;Mellikeche, Wanissa;Subramanian, Jeyarani;Rajasekaran, Raghu;Subramanian, Marimuthu",https://app.dimensions.ai/details/publication/pub.1198779801,,10.1002/jobm.70161,,"Entomopathogenic fungi (EPF), including Beauveria spp., Metarhizium spp., Lecanicillium spp., and Isaria spp., help manage pest populations through direct infestation and insecticidal toxin production. Beyond pest control, they enhance plant growth and overall health, which makes them essential components of sustainable agriculture. EPF orchestrates systemic acquired resistance (SAR) and induced systemic resistance (ISR) via salicylic acid (SA) and jasmonic acid (JA) signalling pathways, respectively. Through these mechanisms, EPF promotes plant resilience against both biotic (pathogens and pests) and abiotic stresses (drought, nutrients, heat, and salinity), while improving nutrient uptake, hormone production, and soil quality. In addition, the secondary metabolites produced by EPF strengthen plant defense and stress tolerance. Their ability to persist as endophytes ensures long-term crop protection and growth stimulation. Incorporating EPF into Integrated pest management as a biocontrol agent reduces the reliance on chemical pesticides, enhances plant resistance, and supports environmental sustainability. This review examines the multifaceted contributions of EPF as a bioinoculant that promotes crop health and tolerance to biotic and abiotic stresses, and discusses the prospects for large-scale commercial applications.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5962,JOUR,rayyan-628427668,Parasite-specific immune response in adult Drosophila melanogaster: a genomic study,2004,2,EMBO reports,1469-221X,EMBO Rep,5,2,207-212,"Roxstrom-Lindquist, Katarina;Terenius, Olle;Faye, Ingrid","[""http://europepmc.org/abstract/MED/14749722"", ""https://doi.org/10.1038/sj.embor.7400073""]",eng,10.1038/sj.embor.7400073,,"Insects of the order Diptera are vectors for parasitic diseases such as malaria, sleeping sickness and leishmania. In the search for genes encoding proteins involved in the antiparasitic response, we have used the protozoan parasite Octosporea muscaedomesticae for oral infections of adult Drosophila melanogaster. To identify parasite-specific response molecules, other flies were exposed to virus, bacteria or fungi in parallel. Analysis of gene expression patterns after 24 h of microbial challenge, using Affymetrix oligonucleotide microarrays, revealed a high degree of microbe specificity. Many serine proteases, key intermediates in the induction of insect immune responses, were uniquely expressed following infection of the different organisms. Several lysozyme genes were induced in response to Octosporea infection, while in other treatments they were not induced or downregulated. This suggests that lysozymes are important in antiparasitic defence.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5974,JOUR,rayyan-628427680,"Fungal exopolysaccharide: production, composition and applications",2013,,Microbiology insights,1178-6361,Microbiol Insights,6,,1-16,"Mahapatra, Subhadip;Banerjee, Debdulal","[""http://europepmc.org/abstract/MED/24826070"", ""https://doi.org/10.4137/MBI.S10957""]",eng,10.4137/mbi.s10957,,"Fungal exopolysaccharides (EPSs) have been recognized as high value biomacromolecules for the last two decades. These products, including pullulan, scleroglucan, and botryosphaeran, have several applications in industries, pharmaceuticals, medicine, foods etc. Although fungal EPSs are highly relevant, to date information concerning fungal biosynthesis is scarce and an extensive search for new fugal species that can produce novel EPSs is still needed. In most cases, the molecular weight variations and sugar compositions of fungal EPSs are dependent to culture medium composition and different physical conditions provided during fermentation. An inclusive and illustrative review on fungal EPS is presented here. The general outline of the present work includes fungal EPS production, their compositions and applications. An emphasis is also given to listing out different fungal strains that can produce EPSs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,JOUR,rayyan-628421962,Sequence and phylogenetic analysis of SSU rRNA gene of five microsporidia,2010,1,Current microbiology,0343-8651,Curr Microbiol,60,1,30-37,"Dong, ShiNan;Shen, ZhongYuan;Xu, Li;Zhu, Feng","[""http://europepmc.org/abstract/MED/19768503"", ""https://doi.org/10.1007/s00284-009-9495-7""]",eng,10.1007/s00284-009-9495-7,,"The complete small subunit rRNA (SSU rRNA) gene sequences of five microsporidia including Nosema heliothidis, and four novel microsporidia isolated from Pieris rapae, Phyllobrotica armta, Hemerophila atrilineata, and Bombyx mori, respectively, were obtained by PCR amplification, cloning, and sequencing. Two phylogenetic trees based on SSU rRNA sequences had been constructed by using Neighbor-Joining of Phylip software and UPGMA of MEGA4.0 software. The taxonomic status of four novel microsporidia was determined by analysis of phylogenetic relationship, length, G+C content, identity, and divergence of the SSU rRNA sequences. The results showed that the microsporidia isolated from Pieris rapae, Phyllobrotica armta, and Hemerophila atrilineata have close phylogenetic relationship with the Nosema, while another microsporidium isolated from Bombyx mori is closely related to the Endoreticulatus. So, we temporarily classify three novel species of microsporidia to genus Nosema, as Nosema sp. PR, Nosema sp. PA, Nosema sp. HA. Another is temporarily classified into genus Endoreticulatus, as Endoreticulatus sp. Zhenjiang. The result indicated as well that it is feasible and valuable to elucidate phylogenetic relationships and taxonomic status of microsporidian species by analyzing information from SSU rRNA sequences of microsporidia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,JOUR,rayyan-628420081,Phosphate bacterial solubilization: A key rhizosphere driving force enabling higher P use efficiency and crop productivity,2022,5,Journal of advanced research,2090-1232,J Adv Res,38,,13-28,"Elhaissoufi, Wissal;Ghoulam, Cherki;Barakat, Abdellatif;Zeroual, Youssef;Bargaz, Adnane","[""http://europepmc.org/abstract/MED/35572398"", ""https://doi.org/10.1016/j.jare.2021.08.014""]",eng,10.1016/j.jare.2021.08.014,,"BackgroundIncreasing crop production to feed a growing population has driven the use of mineral fertilizers to ensure nutrients availability and fertility of agricultural soils. After nitrogen, phosphorus (P) is the second most important nutrient for plant growth and productivity. However, P availability in most agricultural soils is often limited because P strongly binds to soil particles and divalent cations forming insoluble P-complexes. Therefore, there is a constant need to sustainably improve soil P availability. This may include, among other strategies, the application of microbial resources specialized in P cycling, such as phosphate solubilizing bacteria (PSB). This P-mediating bacterial component can improve soil biological fertility and crop production, and should be integrated in well-established formulations to enhance availability and efficiency in use of P. This is of importance to P fertilization, including both organic and mineral P such as rock phosphate (RP) aiming to improve its agronomic efficiency within an integrated crop nutrition system where agronomic profitability of P and PSB can synergistically occur.Aim of reviewThe purpose of this review is to discuss critically the important contribution of PSB to crop P nutrition in concert with P fertilizers, with a specific focus on RP. We also highlight the need for PSB bioformulations being a sustainable approach to enhance P fertilizer use efficiency and crop production.Key scientifi",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5439,JOUR,rayyan-628425333,An Update on Sexual Transmission of Zika Virus,2018,8,"Pathogens (Basel, Switzerland)",2076-0817,Pathogens,7,3,E66,"Sakkas, Hercules;Bozidis, Petros;Giannakopoulos, Xenofon;Sofikitis, Nikolaos;Papadopoulou, Chrissanthy","[""http://europepmc.org/abstract/MED/30081445"", ""https://www.mdpi.com/2076-0817/7/3/66/pdf?version=1533267995""]",eng,10.3390/pathogens7030066,,"Zika virus (ZIKV) is a single-stranded RNA virus belonging to the arthropod-borne flaviviruses (arboviruses) which are mainly transmitted by blood-sucking mosquitoes of the genus Aedes. ZIKV infection has been known to be rather asymptomatic or presented as febrile self-limited disease; however, during the last decade the manifestation of ZIKV infection has been associated with a variety of neuroimmunological disorders including GuillainBarre syndrome, microcephaly and other central nervous system abnormalities. More recently, there is accumulating evidence about sexual transmission of ZIKV, a trait that has never been observed in any other mosquito-borne flavivirus before. This article reviews the latest information regarding the latter and emerging role of ZIKV, focusing on the consequences of ZIKV infection on the male reproductive system and the epidemiology of human-to-human sexual transmission.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,JOUR,rayyan-628419432,Rational Design and Immunological Mechanisms of Circular RNA-Based Vaccines: Emerging Frontiers in Combating Pathogen Infection,2025,5,Vaccines,2076-393X,Vaccines (Basel),13,6,563,"Zhang, Ying;Jin, Shumei;Zuo, Zan;Liu, Shujing;Xu, Juan;Yang, Chongyi;Wan, Ping;Xun, Linting;Luo, Mei;Yang, Fan;Chen, Wenjie;Song, Zhengji;Qi, Jialong","[""http://europepmc.org/abstract/MED/40573894"", ""https://doi.org/10.3390/vaccines13060563""]",eng,10.3390/vaccines13060563,,"Vaccines remain one of the most effective tools in combating infectious diseases, though traditional platforms are constrained by limitations including suboptimal immunogenicity, safety concerns, and manufacturing complexity. Circular RNA (circRNA) vaccines have recently emerged as a novel vaccine modality, demonstrating unique advantages including high stability, low innate immunogenicity, and sustained antigen expression. Although early research has predominantly focused on viral targets, accumulating evidence now supports the application potential of circRNA vaccines against diverse pathogens, particularly antibiotic-resistant bacteria. Through encoding critical antigens or virulence factors, these circRNA vaccines demonstrate capability to induce protective immune responses, presenting a viable alternative to conventional antimicrobial strategies. This review highlights recent advances in circRNA vaccine development, spanning synthetic circularization techniques, delivery approaches, and immunological mechanisms. We emphasize their potential against viral, bacterial, fungal, and parasitic infections, while addressing current challenges and future research directions of this emerging platform. Collectively, these insights underscore circRNA's multifaceted versatility and its expanding relevance in next-generation vaccine innovation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,JOUR,rayyan-628422716,Perspectives of vector management in the control and elimination of vector-borne zoonoses,2023,,Frontiers in microbiology,1664-302X,Front Microbiol,14,,1135977,"Wong, Meng Li;Zulzahrin, Zulhisham;Vythilingam, Indra;Lau, Yee Ling;Sam, I-Ching;Fong, Mun Yik;Lee, Wenn-Chyau","[""http://europepmc.org/abstract/MED/37025644"", ""https://doi.org/10.3389/fmicb.2023.1135977""]",eng,10.3389/fmicb.2023.1135977,,"The complex transmission profiles of vector-borne zoonoses (VZB) and vector-borne infections with animal reservoirs (VBIAR) complicate efforts to break the transmission circuit of these infections. To control and eliminate VZB and VBIAR, insecticide application may not be conducted easily in all circumstances, particularly for infections with sylvatic transmission cycle. As a result, alternative approaches have been considered in the vector management against these infections. In this review, we highlighted differences among the environmental, chemical, and biological control approaches in vector management, from the perspectives of VZB and VBIAR. Concerns and knowledge gaps pertaining to the available control approaches were discussed to better understand the prospects of integrating these vector control approaches to synergistically break the transmission of VZB and VBIAR in humans, in line with the integrated vector management (IVM) developed by the World Health Organization (WHO) since 2004.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,JOUR,rayyan-628422627,"Dopamine modulates hemocyte phagocytosis via a D1-like receptor in the rice stem borer, Chilo suppressalis",2015,7,Scientific reports,2045-2322,Sci Rep,5,,12247,"Wu, Shun-Fan;Xu, Gang;Stanley, David;Huang, Jia;Ye, Gong-Yin","[""http://europepmc.org/abstract/MED/26179416"", ""https://www.nature.com/articles/srep12247.pdf""]",eng,10.1038/srep12247,,"Dopamine (DA) is a signal moiety bridging the nervous and immune systems. DA dysregulation is linked to serious human diseases, including addiction, schizophrenia, and Parkinson's disease. However, DA actions in the immune system remain incompletely understood. In this study, we found that DA modulates insect hemocyte phagocytosis using hemocytes prepared from the rice stem borer (RSB), Chilo suppressalis. We investigated whether insect hemocytes are capable of de novo DA production. Here we show that exposing hemocytes to lipopolysaccharide (LPS) led to induction of DA-generating enzymes. Exogenous DA induced rapid phosphorylation of extracellular signal-regulated kinase (ERK) in naive hemocytes. Activation of ERK was inhibited by preincubating with a DOP1 receptor antagonist. Thus, DA signaling via the DOP1 receptor may contribute to early hemocyte activation. DA synthesized and released from hemocytes may act in an autocrine mechanism to stimulate or maintain phagocytic activity. Consistent with this hypothesis, we found that inhibition of DA synthesis with -methyl-DL-tyrosine methyl ester hydrochloride or blockage of DOP1 receptor with antagonist SCH23390 impaired hemocyte phagocytosis. Topical DA application also significantly decreased RSB mortality following challenge with the insect pathogenic fungus, Beauveria bassiana. We infer that a DA-dependent signaling system operates in hemocytes to mediate phagocytotic functions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011,JOUR,rayyan-628422952,Quantitative Acetylome Analysis of Differentially Modified Proteins in Virulence-Differentiated Fusarium oxysporum f. sp. cucumerinum Isolates during Cucumber Colonization,2023,9,"Journal of fungi (Basel, Switzerland)",2309-608X,J Fungi (Basel),9,9,920,"Zhou, Ying;Lu, Xiaohong;Hao, Jianjun;Li, Shidong","[""http://europepmc.org/abstract/MED/37755028"", ""https://doi.org/10.3390/jof9090920""]",eng,10.3390/jof9090920,,"Fusarium oxysporum f. sp. cucumerinum (Foc) is a prominent pathogen that adversely affects cucumber (Cucumis sativus) production. In the pathogen's parasitic lifestyle, the pathogenesis and virulence evolution may be regulated by lysine acetylation, as demonstrated in many living organisms. However, its specific function in Foc remains poorly understood. In this study, the acetylome profiles of a mild virulence strain (foc-3b) and its derived virulence-enhanced strain (Ra-4) were analyzed before and post-inoculation on cucumber plants. In total, 10,664 acetylation sites were identified corresponding to 3874 proteins, and 45 conserved acetylation motifs were detected. Through comparison of the acetylomes, numerous differentially lysine-acetylated proteins were enriched in energy metabolism and protein processing processes, indicating the critical role of lysine acetylation during the transition from the saprotrophic lifestyle to the parasitic lifestyle. Comparative acetylome analyses on the two virulence-differentiated strains revealed that several differentially lysine-acetylated proteins were involved in pathways of defense response and energy metabolism. Ra-4 showed enhanced energy metabolism compared to foc-3b. This indicates that robust metabolic activity is required to achieve high virulence and facilitating adaptive evolution. Additionally, faster host responses are supported by an ample energy supply enhancing virulence. Thus, lysine",,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549,JOUR,rayyan-628423500,Comparative transcriptome analysis reveals significant metabolic alterations in eri-silkworm (Samia cynthia ricini) haemolymph in response to 1-deoxynojirimycin,2018,,PloS one,1932-6203,PLoS One,13,1,e0191080,"Zhang, Shang-Zhi;Yu, Hai-Zhong;Deng, Ming-Jie;Ma, Yan;Fei, Dong-Qiong;Wang, Jie;Li, Zhen;Meng, Yan;Xu, Jia-Ping","[""http://europepmc.org/abstract/MED/29324893"", ""https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0191080&type=printable""]",eng,10.1371/journal.pone.0191080,,"Samia cynthia ricini (Lepidoptera: Saturniidae) is an important commercial silk-producing insect; however, in contrast to the silkworm, mulberry leaves are toxic to this insect because the leaves contain the component 1-deoxynojirimycin (DNJ). A transcriptomic analysis of eri-silkworm haemolymph was conducted to examine the genes related to different metabolic pathways and to elucidate the molecular mechanism underlying eri-silkworm haemolymph responses to DNJ. Eight hundred sixty-five differentially expressed genes (DEGs) were identified, among which 577 DEGs were up-regulated and 288 DEGs were down-regulated in the 2% DNJ group compared to control (ddH2O) after 12h. Based on the results of the functional analysis, these DEGs were associated with ribosomes, glycolysis, N-glycan biosynthesis, and oxidative phosphorylation. In particular, according to the KEGG analysis, 138 DEGs were involved in energy metabolism, glycometabolism and lipid metabolism, and the changes in the expression of nine DEGs were confirmed by reverse transcription quantitative PCR (RT-qPCR). Thus, DNJ induced significant metabolic alterations in eri-silkworm haemolymph. These results will lay the foundation for research into the toxic effects of DNJ on eri-silkworm as a model and provide a reference for the exploitation of new drugs in humans.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072,JOUR,rayyan-628423013,The Herbivore-Induced Plant Volatiles Methyl Salicylate and Menthol Positively affect Growth and Pathogenicity of Entomopathogenic Fungi,2017,1,Scientific reports,2045-2322,Sci Rep,7,,40494,"Lin, Yongwen;Qasim, Muhammad;Hussain, Mubasher;Akutse, Komivi Senyo;Avery, Pasco Bruce;Dash, Chandra Kanta;Wang, Liande","[""http://europepmc.org/abstract/MED/28079180"", ""https://doi.org/10.1038/srep40494""]",eng,10.1038/srep40494,,"Some herbivore-induced-plant volatiles (HIPVs) compounds are vital for the functioning of an ecosystem, by triggering multi-trophic interactions for natural enemies, plants and herbivores. However, the effect of these chemicals, which play a crucial role in regulating the multi-trophic interactions between plant-herbivore-entomopathogenic fungi, is still unknown. To fill this scientific gap, we therefore investigated how these chemicals influence the entomopathogenic fungi growth and efficacy. In this study, Lipaphis erysimi induced Arabidopsis thaliana HIPVs were collected using headspace system and detected with GC-MS, and then analyzed the effects of these HIPVs chemicals on Lecanicillium lecanii strain V3450. We found that the HIPVs menthol and methyl salicylate at 1 and 10 nmolml-1 improved many performance aspects of the fungus, such as germination, sporulation, appressorial formation as well as its pathogenicity and virulence. These findings are not only important for understanding the multi-trophic interactions in an ecosystem, but also would contribute for developing new and easier procedures for conidial mass production as well as improve the pathogenicity and virulence of entomopathogenic fungi in biological pest management strategies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,JOUR,rayyan-628421728,Plasma Membrane Protein Nce102 Modulates Morphology and Function of the Yeast Vacuole,2020,10,Biomolecules,2218-273X,Biomolecules,10,11,E1476,"Vaskovicova, Katarina;Vesela, Petra;Zahumensky, Jakub;Folkova, Dagmar;Balazova, Maria;Malinsky, Jan","[""http://europepmc.org/abstract/MED/33114062"", ""https://www.mdpi.com/2218-273X/10/11/1476/pdf?version=1603633248""]",eng,10.3390/biom10111476,,"Membrane proteins are targeted not only to specific membranes in the cell architecture, but also to distinct lateral microdomains within individual membranes to properly execute their biological functions. Yeast tetraspan protein Nce102 has been shown to migrate between such microdomains within the plasma membrane in response to an acute drop in sphingolipid levels. Combining microscopy and biochemistry methods, we show that upon gradual ageing of a yeast culture, when sphingolipid demand increases, Nce102 migrates from the plasma membrane to the vacuole. Instead of being targeted for degradation it localizes to V-ATPase-poor, i.e., ergosterol-enriched, domains of the vacuolar membrane, analogous to its plasma membrane localization. We discovered that, together with its homologue Fhn1, Nce102 modulates vacuolar morphology, dynamics, and physiology. Specifically, the fusing of vacuoles, accompanying a switch of fermenting yeast culture to respiration, is retarded in the strain missing both proteins. Furthermore, the absence of either causes an enlargement of ergosterol-rich vacuolar membrane domains, while the vacuoles themselves become smaller. Our results clearly show decreased stability of the V-ATPase in the absence of either Nce102 or Fhn1, a possible result of the disruption of normal microdomain morphology of the vacuolar membrane. Therefore, the functionality of the vacuole as a whole might be compromised in these cells.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
4934,JOUR,rayyan-628424011,No evidence of enemy release in pathogen and microbial communities of common wasps (Vespula vulgaris) in their native and introduced range,2015,,PloS one,1932-6203,PLoS One,10,3,e0121358,"Lester, Philip J;Bosch, Peter J;Gruber, Monica A M;Kapp, Eugene A;Peng, Lifeng;Brenton-Rule, Evan C;Buchanan, Joe;Stanislawek, Wlodek L;Archer, Michael;Corley, Juan C;Masciocchi, Maite;Van Oystaeyen, Annette;Wenseleers, Tom","[""http://europepmc.org/abstract/MED/25798856"", ""https://doi.org/10.1371/journal.pone.0121358""]",eng,10.1371/journal.pone.0121358,,"When invasive species move to new environments they typically experience population bottlenecks that limit the probability that pathogens and parasites are also moved. The invasive species may thus be released from biotic interactions that can be a major source of density-dependent mortality, referred to as enemy release. We examined for evidence of enemy release in populations of the common wasp (Vespula vulgaris), which attains high densities and represents a major threat to biodiversity in its invaded range. Mass spectrometry proteomic methods were used to compare the microbial communities in wasp populations in the native (Belgium and England) and invaded range (Argentina and New Zealand). We found no evidence of enemy release, as the number of microbial taxa was similar in both the introduced and native range. However, some evidence of distinctiveness in the microbial communities was observed between countries. The pathogens observed were similar to a variety of taxa observed in honey bees. These taxa included Nosema, Paenibacillus, and Yersina spp. Genomic methods confirmed a diversity of Nosema spp., Actinobacteria, and the Deformed wing and Kashmir bee viruses. We also analysed published records of bacteria, viruses, nematodes and fungi from both V. vulgaris and the related invader V. germanica. Thirty-three different microorganism taxa have been associated with wasps including Kashmir bee virus and entomophagous fungi such as Aspergillus flavus. There was no evidence",,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,JOUR,rayyan-628416099,Bacillus thuringiensis and insects: a century of intimate history,2026,3,Journal of bacteriology,0021-9193,J Bacteriol,208,3,e0038125,"Slamti, Leyla;Lereclus, Didier","[""http://europepmc.org/abstract/MED/41700886"", ""https://doi.org/10.1128/jb.00381-25""]",eng,10.1128/jb.00381-25,,"Within the vast Bacillus cereus group, two bacterial species have stood out for over a century: Bacillus anthracis for its pathogenicity to mammals, and Bacillus thuringiensis for its remarkable and economically exploitable activity against invertebrates. One hundred years of extensive research around the world have unraveled the sophisticated mechanisms that make B. thuringiensis a formidable weapon designed to kill insects, exploiting them as an ecological niche for its proliferation. Evolution has led to the selection of a great diversity of highly specific toxins targeting a wide range of insects and nematodes. Bacteria have developed transcriptional, post-transcriptional, and post-translational mechanisms that enable the massive production of these toxins as crystalline inclusions. Virulence and adaptation factors, together with regulation systems, have also been selected to enable the bacterium to make the most of the ecological niche provided by insects. In addition to their interest in the bacterium, the biological tools and processes developed by B. thuringiensis can be exploited by mankind to create insect-resistant plants, overproduce proteins, crystallize them, and gain a better understanding of the microbial world. All the research carried out on B. thuringiensis over the last century has made this bacterium a remarkable study model and biotechnological resource, revealing all the subtlety and power of the mechanisms that",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,JOUR,rayyan-628421267,Knockdown of Thitarodes host genes influences dimorphic transition of Ophiocordyceps sinensis in the host hemolymph,2024,,Frontiers in cellular and infection microbiology,2235-2988,Front Cell Infect Microbiol,14,,1451628,"Sun, Tanqi;Jin, Yongling;Rao, Zhongchen;Liyan, Wang;Tang, Rui;Zaryab, Khalid Muhammad;Li, Mingyan;Li, Zhenhao;Wang, Ying;Xu, Jing;Han, Richou;Cao, Li","[""http://europepmc.org/abstract/MED/39397862"", ""https://doi.org/10.3389/fcimb.2024.1451628""]",eng,10.3389/fcimb.2024.1451628,,"The Chinese cordyceps, a unique parasitic complex of Thitarodes/Hepialus ghost moths and Ophiocordyceps sinensis fungus in the Tibetan Plateau, is a highly valuable biological resource for medicine and health foods in Asian countries. Efficient system for artificial cultivation of Chinese cordyceps relies on understanding the gene functions involved in the induction of growing blastospores into hyphae in the larval hemolymph of insect host, during O. sinensis infection. Transcriptome analysis and ribonucleic acid interference (RNA interference) method were employed to identify the key differentially expressed genes and to demonstrate their functions in Thitarodes xiaojinensis. Key larval genes critical for O. sinensis blastospore development or filamentation were identified. Nine of the 20 top upregulated genes encoded cuticles proteins, indicating that these proteins highly activated when the larval hemolymph was full of blastospores. Small interfering RNA (siRNA) knockdown of five larval genes such as Flightin, larval cuticle protein LCP-30, 26-hydroxylase (CYP18A1), cuticle protein 18.6, isoform B, and probable chitinase 3 significantly stimulated the dimorphic transition from blastospores to prehyphae in O. sinensis in the larval hemolymph after 120 h after injection. The expressions of these genes determined by quantitative real-time PCR were supp",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,JOUR,rayyan-628420189,Bibliometric trends and emerging frontiers in RNA interference research for mosquito control (2010-2025),2026,,Frontiers in insect science,2673-8600,Front Insect Sci,6,,1758530,"Yensii, Nina Ghislaine;Kernyuy, Fabrice Banadzem;Wakai, Theophilus Nang;Dokunmu, Titilope Modupe;Ogunlana, Olubanke Olujoke","[""http://europepmc.org/abstract/MED/41924196"", ""https://doi.org/10.3389/finsc.2026.1758530""]",eng,10.3389/finsc.2026.1758530,,"BackgroundMosquito-borne diseases, such as malaria, dengue, and Zika, pose significant global health challenges, intensified by rising insecticide resistance and environmental concerns associated with conventional control methods. RNA interference (RNAi) offers a promising, eco-friendly, and species-specific approach for mosquito vector control by silencing critical genes. This study aims to assess the research landscape of RNAi in mosquitoes through a bibliometric analysis.MethodsRelevant publications from January 2010 to October 2025 were retrieved from the Web of Science and Scopus targeted RNAi-related keywords. Only peer-reviewed, English-language original research articles were included. Data were analyzed using VOSviewer for network visualization, Bibliometrix for bibliometric metrics, and Microsoft Excel for descriptive analysis.ResultsThe analysis included 480 articles, revealing a steady increase in publications, with a peak in 2020. The United States (45.4%) and China (22.1%) led research output, while African countries were notably underrepresented. Keyword co-occurrence analysis indicated a shift from foundational gene function studies to applied technologies, including nanoparticle and yeast-mediated RNAi delivery systems. High-impact journals like Proceedings of the National Academy of Sciences and Parasites & Vectors were prominent publication venues. Most studies targeted several genes, with the majority in Aedes species, then Anoph",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5829,JOUR,rayyan-628427513,A Plant Virus Ensures Viral Stability in the Hemolymph of Vector Insects through Suppressing Prophenoloxidase Activation,2020,8,mBio,2150-7511,mBio,11,4,e01453-20,"Chen, Xiaofang;Yu, Jinting;Wang, Wei;Lu, Hong;Kang, Le;Cui, Feng","[""http://europepmc.org/abstract/MED/32817105"", ""https://doi.org/10.1128/mbio.01453-20""]",eng,10.1128/mbio.01453-20,,"Most plant viruses require vector insects for transmission. Viral stability in the hemolymph of vector insects is a prerequisite for successful transmission of persistent plant viruses. However, knowledge of whether the proteolytic activation of prophenoloxidase (PPO) affects the stability of persistent plant viruses remains elusive. Here, we explored the interplay between rice stripe virus (RSV) and the PPO cascade of the vector small brown planthopper. Phenoloxidase (PO) activity was suppressed by RSV by approximately 60%. When the PPO cascade was activated, we found distinct melanization around RSV particles and serious damage to viral stability in the hemolymph. Viral suppression of PO activity was derived from obstruction of proteolytic cleavage of PPOs by binding of the viral nonstructural protein NS3. These results indicate that RSV attenuates the PPO response to ensure viral stability in the hemolymph of vector insects. Our research provides enlightening cues for controlling the transmission of vector-borne viruses.IMPORTANCE Large ratios of vector-borne plant viruses circulate in the hemolymph of their vector insects before entering the salivary glands to be transmitted to plants. The stability of virions in the hemolymph is vital in this process. Activation of the proteolytic prophenoloxidase (PPO) to produce active phenoloxidase (PO) is one of the major innate immune pathways in insect hemolymph. How a plant virus copes with the PPO immune reaction in its ve",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5930,JOUR,rayyan-628427632,Complement-related proteins control the flavivirus infection of Aedes aegypti by inducing antimicrobial peptides,2014,4,PLoS pathogens,1553-7366,PLoS Pathog,10,4,e1004027,"Xiao, Xiaoping;Liu, Yang;Zhang, Xiaoyan;Wang, Jing;Li, Zuofeng;Pang, Xiaojing;Wang, Penghua;Cheng, Gong","[""http://europepmc.org/abstract/MED/24722701"", ""https://doi.org/10.1371/journal.ppat.1004027""]",eng,10.1371/journal.ppat.1004027,,"The complement system functions during the early phase of infection and directly mediates pathogen elimination. The recent identification of complement-like factors in arthropods indicates that this system shares common ancestry in vertebrates and invertebrates as an immune defense mechanism. Thioester (TE)-containing proteins (TEPs), which show high similarity to mammalian complement C3, are thought to play a key role in innate immunity in arthropods. Herein, we report that a viral recognition cascade composed of two complement-related proteins limits the flaviviral infection of Aedes aegypti. An A. aegypti macroglobulin complement-related factor (AaMCR), belonging to the insect TEP family, is a crucial effector in opposing the flaviviral infection of A. aegypti. However, AaMCR does not directly interact with DENV, and its antiviral effect requires an A. aegypti homologue of scavenger receptor-C (AaSR-C), which interacts with DENV and AaMCR simultaneously in vitro and in vivo. Furthermore, recognition of DENV by the AaSR-C/AaMCR axis regulates the expression of antimicrobial peptides (AMPs), which exerts potent anti-DENV activity. Our results both demonstrate the existence of a viral recognition pathway that controls the flaviviral infection by inducing AMPs and offer insights into a previously unappreciated antiviral function of the complement-like system in arthropods.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
