record_index,accession_number,title,year,doi,article_link,urls,abstract
2081,rayyan-628420887,Biocontrol of strawberry fruit infected by Botrytis cinerea: Effects on the microbial communities on fruit assessed by next-generation sequencing,2018,10.1111/jph.12700,https://doi.org/10.1111/jph.12700,"[""http://europepmc.org/abstract/AGR/IND605939303"", ""https://doi.org/10.1111/jph.12700""]","Fruit grey mould, caused by the fungus Botrytis cinerea, is known to be a harmful disease of strawberry at postharvest stage. However, effects of an application of biological control agents (BCAs) on strawberry fruit in terms of shift in the microbial community are still unknown. The present research aimed to investigate the effects of an application of BCAs on postharvest microbial populations present on strawberry fruits. Strawberry plants were sprayed with three kinds of BCA, RhizoVital 42 fl. (Bacillus amyloliquefaciens FZB42), Trianum-P (Trichoderma harzianum T22) and Naturalis (Beauveria bassiana ATCC 74040), targeting Botrytis cinerea fungus. Control plots were composed of water and fungicide treatments. Microbial communities (bacteria and fungi) were analysed via next-generation sequencing on an Illumina MiSeq. Analysis of 16S RNA and ITS rRNA sequences indicated that the BCAs application modified both bacterial and fungal community compositions and diversity. An application of two BCAs together had more effects on microbial community composition than a single application. These results suggest that BCAs can modify bacterial and fungal community composition and diversity on strawberry fruits, which may consequently improve the efficiency and establishment of these products on control of postharvest diseases of fruits, such as grey mould."
2469,rayyan-628421299,Compatibility of endophytic fungal entomopathogens with plant extracts for the management of sweetpotato whitefly Bemesia tabaci Gennadius (Homoptera: Aleyrodidae),2018,10.1016/j.biocontrol.2017.11.009,https://doi.org/10.1016/j.biocontrol.2017.11.009,"[""http://europepmc.org/abstract/AGR/IND605912523"", ""https://doi.org/10.1016/j.biocontrol.2017.11.009""]","The effects of individual and combined application of endophytic fungal entomopathogens (Beauveria bassiana strain NATURALIS and Metarhizium brunneum strain BIPESCO5) and aqueous extracts of two medicinal plants (Calotropis procera and Inula viscosa) on the survival and development of the sweetpotato whitefly (Bemisia tabaci) were investigated for the first time. Brassica oleracea was inoculated through foliar spray of plants with the conidial suspension of fungal strains, and the endophytic colonization of different plant parts (leaf, stem, and root) was confirmed 7 days post-inoculation (7 dpi); when B. tabaci adults were introduced into plants and prior to plant extract application. 48 h later, whitefly adults were removed and the egg bearing leaves of respective treatments were sprayed with aqueous plant extracts. Although all treatments had a significant negative effect on the survival of different B. tabaci developmental stages compared to control, an increase in percentage mortality among all developmental stages was consistently observed when combined applications of endophytic entomopathogenic fungi and aqueous plant extracts were used; irrespective of fungal strain or plant extract. However, the increase was not always additive. Combined application of endophytic entomopathogenic fungi and plant extracts had an additive effect on mortality of nearly all whitefly developmental stages when endophytic B. bassiana was applied with C. procera extract. On the other hand,"
2215,rayyan-628421027,"Evaluation of insecticides for the management of rough sweetpotato weevil, Blosyrus asellus (Coleoptera: Curculionidae) in Hawai'i island",2018,10.1016/j.cropro.2018.08.035,https://doi.org/10.1016/j.cropro.2018.08.035,"[""http://europepmc.org/abstract/AGR/IND606144501"", ""https://doi.org/10.1016/j.cropro.2018.08.035""]","Sweetpotato is an important staple food crop in Hawai'i, both for local consumption and export. Insect damage, especially from weevils, is a major production constraint of sweetpotato in the state of Hawai'i. Rough sweetpotato weevil, Blosyrus asellus (Olivier) is an invasive pest recently detected in the Hawaiian Islands. The immature stages of the weevil gouge shallow grooves on surfaces of storage roots that adversely affect their appearance, reduce their marketability, and result in wounds that could allow secondary microbial infections. Sustainable pest management practices are limited for this pest, due to its recent introduction in Hawai'i. As an interim approach, the efficacy of four insecticides including one bio-insecticide were compared against a control to manage this pest in the field. Results from two replicated trials indicate that broad spectrum insecticides such as Belay 16 WSG (Clothianidin) and Sevin XLR Plus (Carbaryl) are effective in managing this pest. Bio-insecticide BotaniGard (Beauveria bassiana strain GHA) was not very effective at the tested rate. Planting sweetpotatoes continuously in the same area would likely increase pest pressure in subsequent crop cycles because of the buildup of populations in the field. Cultural practices such as crop rotation and use of clean planting materials should help to reduce the incidence of pests in the field."
1227,rayyan-628419950,Fungal entomopathogens as endophytes reduce several species of Fusarium causing crown and root rot in sweet pepper (Capsicum annuum L.),2018,10.1016/j.biocontrol.2018.08.007,https://doi.org/10.1016/j.biocontrol.2018.08.007,"[""http://europepmc.org/abstract/AGR/IND606365618"", ""https://doi.org/10.1016/j.biocontrol.2018.08.007""]","Fusarium Crown and Root Rot (FCRR) is one of the most widespread and economically important diseases caused by a complex of Fusarium spp. infecting a wide crop range worldwide. Although there are many studies on the efficacy of bacterial and fungal biocontrol agents against FCRR, there have been no attempts to investigate the efficacy of entomopathogenic fungi as endophytes for FCRR biocontrol. At the same time, the antagonistic activity of endophytic fungal entomopathogens against plant pathogens remains understudied compared to their well-known biocontrol activity against insect pests. Therefore, the present study was initiated to examine for the first time the antagonistic activity of the fungal entomopathogens Beauveria bassiana (strain NATURALIS) and Metarhizium brunneum (strain BIPESCO5) against three Fusarium species (F. oxysporum, F. culmorum, and F. moniliforme) causing FCRR in vitro through dual-culture tests and in planta following the endophytic establishment of fungal entomopathogens in pot-culture experiments. Both fungal entomopathogens significantly inhibited all Fusarium species in vitro, with competition for niche or resources and antibiosis as modes of action. Further in planta bioassays showed that plants endophytically colonized with fungal entomopathogens had significantly reduced FCRR incidence and severity as well as improved growth, irrespective of fungal entomopathogen or Fusarium spp. This study demonstrates for the first time the biocontrol potenti"
1522,rayyan-628420271,Mitigating trans-boundary movement of Bemisia tabaci (Hemiptera: Aleyrodidae) on Mentha sp. by pre-shipping treatments of biopesticides,2018,10.1016/j.cropro.2018.01.015,https://doi.org/10.1016/j.cropro.2018.01.015,"[""http://europepmc.org/abstract/AGR/IND605896375"", ""https://doi.org/10.1016/j.cropro.2018.01.015""]","Bemisia tabaci (Gennadius) (Hemiptera: Aleyrodidae) cryptic species complex represents a major threat to several important crops including vegetables, cereals, fruits, and ornamentals worldwide. One important mode of its dispersal is through the trans-boundary (domestic, international) movement of infested plant materials. To prevent the spread of this invasive insect pest on inter-state ornamental shipments, the efficacy of biopesticides was tested through dip treatments of plant material pre-shipping. In several experiments, clean Mentha sp. (Lamiaceae), mint plants were exposed to adults of B. tabaci for 1 or 6 days. Adults were removed from plants and eggs, and immature stages were treated with one or a combination of the following: entomopathogenic fungi Beauveria bassiana (BotaniGard(R)), Isaria fumosorosea (Preferal(R)), the surfactant Natur'l OilTM, and soap (Publix(R)). After treatment application, plants were placed in commercial cardboard boxes and shipped from Apopka, Florida (FL) to Fort Pierce, FL. Assessments for the treatment efficacies were conducted at 3, 7, and 14 days post arrival of the shipment. Fungal entomopathogens; B. bassiana, I. fumosorosea, and the surfactant Natur'l OilTM, showed significant reduction in the whitefly population compared to the untreated control (P 0.05). Significantly higher corrected mortality of the whitefly populations was observed when B. bassiana was applied alone (81%) or in combination with Natur'l OilTM (86%), as well as I. fumo"
5072,rayyan-628424420,Seed inoculation with endophytic fungal entomopathogens promotes plant growth and reduces crown and root rot (CRR) caused by Fusarium culmorum in wheat.,2018,10.1007/s00425-018-2991-x,https://doi.org/10.1007/s00425-018-2991-x,https://pubmed.ncbi.nlm.nih.gov/30140979/,"Fungal entomopathogens, Beauveria bassiana (NATURALIS) and Metarhizium brunneum (BIPESCO5), can promote the growth of wheat following their endophytic establishment within plants through seed treatment. Similar to endophytic B. bassiana which has already been reported as a disease antagonist by several previous studies, the present study demonstrates that M. brunneum can suppress disease pathogens following plant colonization as well. An upsurge of research hints at the ability of entomopathogenic fungi, almost exclusively considered and used as insect pathogens, to endophytically colonize the internal tissues of a wide array of host plants and subsequently confer numerous benefits including enhancement of plant growth and suppression of disease pathogens. Such an ability has mainly been investigated for Beauveria bassiana. Fewer studies have demonstrated plant growth promotion by Metarhizium brunneum colonization, whereas no studies have reported on the potential of endophytic M. brunneum as a plant disease antagonist. The present study was, therefore, conducted to investigate whether seed treatment with B. bassiana (NATURALIS) and M. brunneum (BIPESCO5) could result in their endophytic establishment in wheat and promote plant growth. The study further examines the effect of the fungal strains as endophytes against Fusarium culmorum, one of the main causal agents of crown and root rot (CRR) in wheat. Both B. bassiana and M. brunneum were able to systemically colonize roots"
816,rayyan-628419511,"Biological control of the red flour beetle, Tribolium castaneum, using entomopathogenic fungi",2019,,http://europepmc.org/theses/ETH/820217,"[""http://europepmc.org/theses/ETH/820217"", ""https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.820217""]","In this project the factors influencing the efficacy of entomopathogenic fungi on Tribolium castaneum (Herbst.) were evaluated. Initially, the efficacy of commercial formulations of Beauveria bassiana (Naturalis-L), Metarhizium anisopliae (Met52) and Verticillium lecanii (Mycotal) was assessed with adults and different instar larvae of T. castaneum. Results showed that all fungi tested had a pathogenic impact on T. castaneum. Beauveria bassiana and M. anisopliae were more effective than V. lecanii at the concentrations tested. To investigate whether combining dsRNA with fungi would improve the performance against T. castaneum, low concentration fungal spore formulations of B. bassiana and M. anisopliae in combination with the dsRNA of the T. castaneum small conductance calcium-activated potassium channel protein (SK) and potassium voltage-gated channel protein Shaker (SH) genes were evaluated. The combined treatments (fungi and dsRNA) were more successful than fungi or dsRNA treatment alone. To assess the effects of quinones secreted by T. castaneum on infection by the fungi the effects of B. bassiana and M. anisopliae on T. castaneum adults were assessed with three different types of flour medium: fresh, ... (continues)"
2538,rayyan-628421372,Laboratory Evaluation of Entomopathogenic Fungi for the Control of Khapra Beetle (Coleoptera: Dermestidae) and Their Effects on the Beetles' Fecundity and Longevity,2019,,http://europepmc.org/abstract/AGR/IND606486035,http://europepmc.org/abstract/AGR/IND606486035,"The khapra beetle, Trogoderma granarium Everts (Coleoptera: Dermestidae), is an important pest of stored wheat worldwide. The current study assessed the efficacy of five Iraqi isolates of entomopathogenic fungi, including Beauveria bassiana (Balsamo) Vuillemin (Cordycipitaceae) isolate Bb25, Lecanicillium attenuatum (Petch) Zare & Gams (Cordycipitaceae) isolate La90, Metarhizium anisopliae (Metchnikoff) Sorokin (Clavicipitaceae) isolate Ma42, Isaria fumosorosea (Wize) (Clavicipitaceae) isolate P10 and Chaetomium globosum (Kunze) (Chaetomiaceae) isolate CHG20, compared to a commercially produced B. bassiana strain GHA (Mycotrol(R) ESO). We also assessed the effects of fungal infection on the fecundity and longevity of adult female beetles under laboratory conditions of 30 2C and 65 5% RH. Beauveria bassiana isolate Bb25 and M. anisopliae isolate Ma42 had the highest virulence compared to L. attenuatum isolate La90, C. globosum isolate CHG20, I. fumosorosea isolate P10 and Mycotrol(R) ESO. Abbott-corrected mortality of T. granarium after exposure to either B. bassiana or M. anisopliae, at 106 conidia ml-1, varied according to the beetle's developmental stage. First, second and third instars were more susceptible compared with fourth, fifth instars and adults at 10 d post-treatment. Beauveria bassiana isolate Bb25 and M. anisopliae isolate Ma42 caused about 50% reduction in total fecundity and about 20% reduction in longevity of the female adults. The results demonstrate that t"
4965,rayyan-628424056,Persistence and Lethality of a Fungal Biopesticide (Aprehend) Applied to Insecticide-impregnated and Encasement-type Box Spring Covers for Bed Bug Management.,2019,10.1093/jee/toz135,https://doi.org/10.1093/jee/toz135,https://pubmed.ncbi.nlm.nih.gov/31115457/,"The newly developed fungal biopesticide Aprehend, containing spores of Beauveria bassiana, is the first biological control agent to be incorporated into management programs to control the common bed bug (Cimex lectularius L.) (Hemiptera: Cimicidae). Aprehend is sprayed as barriers where bed bugs are likely to walk and pick up spores as they search for a bloodmeal. A key application target for Aprehend is the box spring, which may be covered by encasement-type or insecticide-impregnated covers. Since some insecticides can reduce the persistence of fungal spores, we tested the efficacy and spore germination percentages of Aprehend when applied to the two types of box spring covers. We found that spore germination was about 11% lower on the permethrin-impregnated ActiveGuard cover than on the encasement-type AllerEase cover. However, bed bugs exposed for 15 min to Aprehend on the two box spring covers suffered similarly high levels of mortality irrespective of the cover material. Thus, there was no inhibitory or additive effect of the ActiveGuard cover on bed bug mortality. Lastly, overall mortality was higher if bed bugs were exposed to Aprehend-treated ActiveGuard than the ActiveGuard cover alone. Our findings indicate that if pest managers are using ActiveGuard covers in combination with Aprehend, best practice would be to use ActiveGuard on mattresses and apply Aprehend directly to the box spring or to a box spring covered by an encasement-type cover."
4966,rayyan-628424057,Spores of Beauveria bassiana and Trichoderma lignorum as a bioinsecticide for the control of Atta cephalotes.,2019,10.1186/s40659-019-0259-y,https://doi.org/10.1186/s40659-019-0259-y,https://pubmed.ncbi.nlm.nih.gov/31530279/,"BACKGROUND: The leafcutter ant (Atta cephalotes) is associated with losses in the agricultural sector, due to its defoliating activity; for its control, biological, mechanical and chemical methods have been developed, the latter associated with adverse effects on human and environmental health. This research validated in the field for the control of the leafcutter ant (A. cephalotes) using a mixture of Beauveria bassiana and Trichoderma lignorum spores. METHODS: The effectiveness from the combination of spores of B. bassiana and T. lignorum with an initial concentration of 2 10(9) spores/ml, in the following proportions of B. bassiana and T. lignorum, A (1:1), of each fungus. It was evaluated within the university campus, comparing it with two commercial formulations, Mycotrol (B. bassiana) and Mycobac (T. lignorum). Additionally, this formulation was evaluated in 49 nests distributed 16 in 14 locations in Colombia. The formulation application was carried out by direct application, using a pump at a speed of 10 ml/m(2). The effectiveness was estimated from the reduction of the flow of ants, evaluating the statistically significant differences using the ANOVA and Tukey-test. RESULTS: Effective control of 90% of the nests was observed in the field phase in 60 days, except in nests with areas 50 m(2) that were located in regions with high rainfall (annual average precipitation above 7000 mm), such as Buenaventura. CONCLUSIONS: In this work, it was demonstrated that the comb"
5017,rayyan-628424174,Activity of Metarhizium brunneum and Beauveria bassiana against early developmental stages of the false codling moth Thaumatotibia leucotreta.,2020,10.1016/j.jip.2019.107312,https://doi.org/10.1016/j.jip.2019.107312,https://pubmed.ncbi.nlm.nih.gov/31870852/,"This study evaluated the efficacy of two entomopathogenic Hypocrealean fungi, Metarhizium brunneum (laboratory isolate) and Beauveria bassiana (the commercial product Botanigard), for preventative control of the false codling moth, Thaumatotibia leucotreta. The mortality of eggs and first instar larvae was studied in three different assays. First, fungal virulence was examined under optimal laboratory conditions (25 C, 85% RH) by placing T. leucotreta eggs on conidia-impregnated filter paper. One-day-old eggs and first instar larvae were susceptible to both fungi. In contrast, 5-day-old eggs (advanced embryo development) were susceptible to M. brunneum, but not to B. bassiana. The activity of both fungi against eggs was assessed under two humidity regimes: 85% RH-optimal for fungal germination, and 60% RH-the average humidity in the laboratory. Pieces of parchment paper serving as oviposition surfaces were treated with each of the fungi and introduced to gravid females at different time points after inoculation (0, 2, 7 and 14 days). Although the tested fungal species differed in their virulence to T. leucotreta eggs, both reduced hatching rate under both humidity regimes to 8.3-58.3%, compared to 71.7-83.3% in the control treatments. To evaluate reduction of T. leucotreta infestation of fruit, 'Ori' citrus fruit (easy peeler Citrus sinensis) were treated with each of the fungi. Eggs were placed on the fruit peels and the fruit were maintained under room conditions (25 C,"
501,rayyan-628415943,"Applications of Beauveria bassiana (Hypocreales: Cordycipitaceae) to Control Populations of Spotted Lanternfly (Hemiptera: Fulgoridae), in Semi-Natural Landscapes and on Grapevines",2020,10.1093/ee/nvaa064,https://doi.org/10.1093/ee/nvaa064,https://app.dimensions.ai/details/publication/pub.1127525982,"Spotted lanternfly, Lycorma delicatula (White), is an invasive Asian insect that was initially found in Berks County, Pennsylvania, in 2014. As of early 2020, this pest had been found in five more eastern states and it is expected to continue to expand its geographical range. Lycorma delicatula is highly polyphagous but seems to prefer tree-of-heaven, Ailanthus altissima. However, grape growers in Pennsylvania have reported significant damage and loss of vines caused by L. delicatula adults. In fall 2018, two fungal entomopathogens (Beauveria bassiana and Batkoa major) drove localized collapses in L. delicatula populations in Berks County, Pennsylvania. In 2019, we tested applications of a commercialized mycoinsecticide based on B. bassiana strain GHA on L. delicatula populations in a public park in southeastern Pennsylvania. A single application of B. bassiana reduced fourth instar nymphs by 48% after 14 d. Applications of B. bassiana to L. delicatula adults in the same park resulted in 43% mortality after 14 d. Beauveria bassiana spores remained viable on foliage for 5-7 d after spraying. We also conducted semi-field bioassays with B. bassiana GHA (formulated as BoteGHA and Aprehend) and another mycoinsecticide containing Isaria fumosorosea Apopka Strain 97 against L. delicatula adults feeding on potted grapes. All the mycoinsecticides killed 90% of adults after 9 d using direct applications. Aprehend killed 99% of adults after 9 d with exposure to residues on sprayed grap"
728,rayyan-628419417,"Control of the Banded Fruit Weevil, Phlyctinus callosus (Schonherr) (Coleoptera: Curculionidae), Using Entomopathogenic Fungi",2020,,http://europepmc.org/abstract/AGR/IND606976509,http://europepmc.org/abstract/AGR/IND606976509,"Phlyctinus callosus (Schonherr) (Coleoptera: Curculionidae), the banded fruit weevil (BFW), is a sporadic pest, causing damage to fruits, leaves and roots of deciduous fruits and grapevines in the Western Cape Province. Using trunk barriers to prevent the flightless weevils from reaching the leaves and fruits is labour-intensive. Entomopathogenic fungi (EPF) are effective biocontrol agents for the control of soil-borne and above-ground insect pests. Different EPF isolates were screened at 1 106 conidia/ml for virulence against different life stages (larvae, pupae and adults) of the BFW. The results indicated that unformulated, laboratory-cultured Beauveria bassiana 1 (Broadband(R)) and Metarhizium anisopliae 1 (Meta 69(R)) resulted in significantly higher BFW larval mortality of 97 % and 93 %, respectively, than B. bassiana 2 (Eco-Bb(R)) with 58 % mortality. Beauveria bassiana 1 (92 %) resulted in significantly higher pupal mortality than B. bassiana 2 (68 %) and M. anisopliae 1 (66 %). Beauveria bassiana 1 caused 90 % adult BFW mortality, which differed significantly from that obtained with B. bassiana 2 (69 %) and M. anisopliae 1 (65 %). A local EPF isolate (EA2) was compared with the commercial EPF isolates, and B. bassiana 1 (92 %) again caused significantly higher mortality of BFW adults compared to B. bassiana 2 (65 %), M. anisopliae 1 (60 %) and M. anisopliae isolate EA2 (64 %). In a sand bioassay using final instar BFW larvae, B. bassiana 1 (85 %) resulted in higher morta"
5050,rayyan-628424276,"Evaluation of spray applications of Metarhizium anisopliae, Metarhizium brunneum and Beauveria bassiana against larval winter ticks, Dermacentor albipictus.",2020,10.1007/s10493-020-00547-6,https://doi.org/10.1007/s10493-020-00547-6,https://pubmed.ncbi.nlm.nih.gov/33185806/,"Dermacentor albipictus (Acari: Ixodidae), the winter tick, is a one-host tick that parasitizes large ungulates. They can dramatically affect moose, Alces alces (Artiodactyla: Cervidae), causing significant physiological and metabolic stress and mortality among heavily parasitized individuals. Entomopathogenic fungi in the genera Metarhizium (Hypocreales: Clavicipitaceae) and Beauveria (Hypocreales: Cordycipitaceae) are promising tick biological control agents. We examined the pathogenicity of experimental and commercially formulated isolates of M. anisopliae, M. brunneum and B. bassiana sprayed at concentrations of 10(6), 10(7) and 10(8) conidia/mL against the larval stage of D. albipictus and assessed the efficacy of spraying the commercial product Met52(R)EC, containing M. brunneum, strain F52, under laboratory conditions. Results showed larval D. albipictus mortality was significantly higher and occurred earlier when treated with M. anisopliae and M. brunneum isolates compared to B. bassiana at 10(6), 10(7) and 10(8) conidia/mL. Mortality was observed as early as 3 days in the M. anisopliae and M. brunneum treatments and after 6 days in the B. bassiana treatments. After 21 days, larval mortality ranged from 74-99% when ticks were treated with M. anisopliae and M. brunneum isolates at 10(6), 10(7) and 10(8) and conidia/mL. In contrast, mortality of ticks treated with B. bassiana ranged from 30 to 64%. When larvae were treated with the commercial product Met52, mortality was"
585,rayyan-628416077,PSXI-4 Beauveria bassiana to control the mealworm Alphitobius diaperinus in chicken barns,2020,,http://europepmc.org/abstract/PMC/PMC7702525,"[""http://europepmc.org/abstract/PMC/PMC7702525"", ""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7702525/?tool=EBI""]","Abstract One of the most common insects in poultry houses is the mealworm Alphitobius diaperinus, also known as the darkling beetle. Immature (larvae) and adults feed on seeds spilled on the ground or from poultry droppings. In addition to structural damage, this insect can also be a vector of diseases that can affect birds. In addition, the indigestible shell of the insect can cause digestion problems for birds, and thus affect the profitability of production. It is considered impossible to eliminate the populations of mealworms, and in organic poultry production, the control options are limited. The mycoinsecticide BioCeres WP, based on the fungus Beauveria bassiana, and which controls aphids, has been proposed to control the mealworm A. diaperinus in chicken barns. 450 adult mealworms from a commercial chicken barn were randomly distributed in 9 containers (1 m2) containing 10 cm of wood shavings litter and chicken feed. BioCeres WP was applied by spraying two applications of 40 ml of 10 g/L solution (representing 4 x 10^9 conidia per m2 per application). Mealworms were housed during a broiler batch at the chicken barn they were harvested from and received one of the following treatments: 1) control, water spraying; 2) BioCeres WP treatment. 3 repetitions for control and 6 for BioCeres WP were performed. BioCeres WP increased the mortality rate of mealworms (+101%, P 0.02; 17.8% vs. 8.6%), compared to untreated mealworms, 28 days after treatment. Mortality rates were aff"
2589,rayyan-628421432,Pathogenicity of Beauveria bassiana against Immature Stages of Diaphorina citri1 under Laboratory Conditions,2020,,http://europepmc.org/abstract/AGR/IND607115348,http://europepmc.org/abstract/AGR/IND607115348,"Asian citrus psyllid, Diaphorina citri Kuwayama (Hemiptera: Liividae), is the most important pest of citrus worldwide. It is the vector of the bacteria Liberibacter spp. responsible for Huanglongbing, a devastating disease of citrus. The pathogenicity of four Beauveria bassiana (Balsamo) Vuillemin (Hypocreales: Cordycipitaceae) strains and a commercial product were evaluated on immature stages of D. citri in laboratory bioassays. At a concentration of 1108 conidia per milliliter, neither the strains nor commercial product of B. bassiana had any effect on D. citri eggs; 95% of the eggs hatched and nymphs continued development into adults. The strains evaluated, Bb-Rhy, Bb-Dc, Bb-18, Botanigard, and Bb-Hy, killed 58, 56, 45, 43, and 21%, respectively, of all nymphs. The shortest lethal times, 8.5 and 9.5 days, were by Bb-Rhy and Bb-Dc strains. Bb-Rhy killed significantly more I-III than IV-V stage nymphs. Median lethal concentrations of the most pathogenic strains on nymph IV-V instars were 8.34106 conidia per milliliter by Bb-Dc and 1107 by Bb-Rhy. The impact of the fungus on nymphal stages was discussed."
456,rayyan-628415854,Response of the macadamia seed weevil Kuschelorhynchus macadamiae (Coleoptera: Curculionidae) to Metarhizium anisopliae and Beauveria bassiana in laboratory bioassays,2020,10.1016/j.jip.2020.107437,https://doi.org/10.1016/j.jip.2020.107437,https://app.dimensions.ai/details/publication/pub.1128744229,"Macadamia seed weevil, Kuschelorhynchus macadamiae Jennings and Oberprieler, is a major pest of macadamia in eastern Australia, causing yield losses of up to 15%. Current control methods involve two applications of acephate per season but more recently have moved to a single application of indoxacarb, combined with the collection and destruction of fallen nuts that contain developing larvae. As a first step towards reducing the dependence of the industry on synthetic insecticides, we tested six isolates of M. anisopliae, six isolates of B. bassiana and one commercial B. bassiana product (Velifer(R) biological insecticide) against adult macadamia seed weevil under laboratory conditions. All isolates were pathogenic against adult weevils with M. anisopliae accession ECS1/BRIP 70272 and B. bassiana accession B27/BRIP 70267 causing 97.5% and 92.5% mortality 12 days after being treated at 1 107 conidia/mL. Isolates ECS1/BRIP 70272 and B27/BRIP 70267 had the shortest LT50 values of 5.13 days and 5.37 days respectively. The median lethal concentrations (LC50) for ECS1/BRIP 70272 and B27/BRIP 70267 were 1.48 105 and 1.65 105 conidia/mL respectively. Results of this study indicate that M. anisopliae accession ECS1/BRIP 70272 and B. bassiana accession B27/BRIP 70267 have considerable potential for K. macadamiae control, and should be developed into biological insecticides for integration into macadamia pest management programs."
2577,rayyan-628421418,"Sensitivity of Ixodes ricinus (L., 1758) and Dermacentor reticulatus (Fabr., 1794) ticks to entomopathogenic fungi isolates: preliminary study",2020,10.1007/s00436-020-06805-1,https://doi.org/10.1007/s00436-020-06805-1,"[""http://europepmc.org/abstract/MED/32661888"", ""https://link.springer.com/content/pdf/10.1007/s00436-020-06805-1.pdf""]","Entomopathogenic fungi of the genus Beauveria and Metarhizium play an important role in controlling the population of arthropods. However, the data on their effectiveness against ticks focus mainly on species that do not occur in Europe. The aim of the study was to assess the effectiveness of entomopathogenic fungi against two of the most important tick species in Europe: Ixodes ricinus and Dermacentor reticulatus. In our study, the majority of tested entomopathogenic fungi strains showed potential efficacy against both tick species; however, D. reticulatus was less susceptible in comparison to I. ricinus. The observed mortality of ticks was up to 100% by using all commercial strains as well as three out of nine of the environmental strains. Among all tested fungi, the most effective against both tick species was environmental strain Metarhizium anisopliae LO4(1) with LC50 values: 2.6 103 cfu/ml-5.7 105 cfu/ml. Botanigard proved to be more effective than MET52 with LC50 values: 6.8 103 cfu/ml-3.3 106 cfu/ml. The conducted bioassays indicate the potential possibility of using the environmental isolates of entomopathogenic fungi, as well as commercial strains in control of local populations of I. ricinus and D. reticulatus; however, the possibility of using them in vivo requires more research."
384,rayyan-628415698,"Susceptibility of Myzus persicae, Brevicoryne brassicae and Nasonovia ribisnigri to Fungal Biopesticides in Laboratory and Field Experiments",2020,10.3390/insects11010055,https://doi.org/10.3390/insects11010055,"[""http://europepmc.org/abstract/MED/31963410"", ""https://doi.org/10.3390/insects11010055""]","The aim of this study was to evaluate the potential of entomopathogenic fungi (EPF) for the control of aphid pests of field vegetable crops. Four biopesticides based on the EPF Beauveria bassiana (Botanigard ES and Naturalis L), Cordyceps fumosorosea s.l. (Preferal WG), and Akanthomyces dipterigenus (Vertalec) were evaluated in a laboratory bioassay against peach-potato aphid Myzus persicae, cabbage aphid Brevicoryne brassicae, and currant-lettuce aphid Nasonovia ribisnigri. There was significant variation in the spore dose provided by the products, with Botanigard ES producing the highest dose (639 viable spores per mm2). Botanigard ES also caused more mortality than the other products. Combining Vertalec with the vegetable oil-based adjuvant Addit had an additive effect on the mortality of B. brassicae. All fungal products reduced the number of progeny produced by M. persicae but there was no effect with B. brassicae or N. ribisnigri. When aphid nymphs were treated with Botanigard ES and Preferal WG, both products reduced population development, with up to 86% reduction occurring for Botanigard ES against M. persicae. In a field experiment, Botanigard ES sprayed twice, at seven-day intervals, against B. brassicae on cabbage plants, reduced aphid numbers by 73%. In a second field experiment with B. brassicae, M. persicae, and N. ribisnigri, Botani"
4963,rayyan-628424052,Biocontrol of invasive pheretimoid earthworms using Beauveria bassiana.,2021,10.7717/peerj.11101,https://doi.org/10.7717/peerj.11101,https://pubmed.ncbi.nlm.nih.gov/33868811/,"BACKGROUND: Invasive species cause enormous costs of over $120 billion to the U.S. economy. Among biological invasions, the invasion by pheretimoid earthworms has gone relatively unnoticed and their invasion imposes yet unknown damage on USA agriculture and horticulture. The main dispersal is with horticultural goods such as plant material and composts. Pheretimoids affect commercially important hardwood forest. With no chemical agents currently certified for earthworm control nor any best horticultural practices, slowing the invasion is difficult. METHODS: In this study we measured the efficacy of a commercial entomopathogenic fungal isolate of B. bassiana (BotaniGard((R))) to kill pheretimoid earthworms under greenhouse conditions. Four treatments of B. bassiana were applied: The commercial product as per label, re-cultured commercial B. bassiana, 15 g and 25 g millet grains mycotized with recultured product. In all, three bioassays were conducted in 2 consecutive years with two batches of BotaniGard((R)). RESULTS: With fresh batches, all B. bassiana treatments with re-cultured product resulted in greater than 70% mortality within 4 weeks. Mortality was less than 60% when BotaniGard((R)) was used as prescribed by the label. When using 1-year old spores (refrigerated at 4 C), mortality rates for B. bassiana treatments were less than 20% and not significantly different from the controls. However, B. bassiana still affected the earthworms by slowing their development from juvenile"
