record_index,accession_number,title,publication_year,authors,doi,urls,secondary_title,screening_category,screening_categories_all,tags,inclusion_reason,source_wave,agent_confidence,qa_status,prior_asreview_label
3737,rayyan-628422668,Impact of soil applications of Beauveria bassiana and Mariannaea sp. on nontarget forest arthropods,1997,"Parker, BL;Skinner, M;Gouli, V;Brownbridge, M",10.1006/bcon.1997.0516,"[""http://europepmc.org/abstract/AGR/IND20610180"", ""https://doi.org/10.1006/bcon.1997.0516""]",Biological Control.,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|04-nontarget-ecotox,formulation-delivery|efficacy|nontarget,Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing; Nontarget risk in delivery/product/horizontal Bb context,wave1_narrow_signal,high,accepted,
4368,rayyan-628423316,"Infectivity of housefly, Musca domestica (Diptera: Muscidae) to different entomopathogenic fungi",2016,"Farooq, Muzammil;Freed, Shoaib",10.1016/j.bjm.2016.06.002,"[""http://europepmc.org/abstract/MED/27522925"", ""https://doi.org/10.1016/j.bjm.2016.06.002""]",Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology],02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,reaudit_prior_relevant,high,accepted,1
2213,rayyan-628421025,"Integration of Repellency Effect of Neem-Based Insecticide and Pheromone Bio-Trap(R) with Beauveria bassiana (Hypocreales: Cordycipitaceae) to Control the Red Palm Weevil, Rhynchophorus ferrugineus (Olivier) (Coleoptera: Curculionidae)",2021,"Hajjar, MJ;Ajlan, AM;Al-Ahmad, MH",,http://europepmc.org/abstract/AGR/IND607523531,African entomology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing,reaudit_prior_relevant,high,accepted,1
5545,rayyan-628425857,"Isolation, morphological characterization, and screening virulence of Beauveria bassiana and Metarhizium robertsii fungal isolates on Galleria mellonella.",2023,Geremew D;Shiberu T;Leta A,10.12688/f1000research.134020.5,https://pubmed.ncbi.nlm.nih.gov/38434644/,F1000Research,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|02b_strains_traits,formulation-delivery|efficacy|strains-traits,Trap/bait/lure/electrostatic delivery pathway; Strain traits linked to carrier/trap/surface context,wave1_narrow_signal,high,accepted,
4511,rayyan-628423462,"Laboratory evaluation of Beauveria bassiana (Moniliales: Moniliaceae) against the lesser mealworm, Alphitobius diaperinus (Coleoptera: Tenebrionidae), in poultry litter, soil, and a pupal trap",1998,"Geden, CJ;Arends, JJ;Rutz, DA;Steinkraus, DC",10.1006/bcon.1998.0647,"[""http://europepmc.org/abstract/AGR/IND21979506"", ""https://doi.org/10.1006/bcon.1998.0647""]",Biological Control.,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
5528,rayyan-628425810,Longifolene enhances Beauveria bassiana bait by counteracting repellency in the fungus-growing termite Odontotermes formosanus.,2026,Lin Y;Huang J;Huang J;Yu W;Akutse KS;Lin S,10.1002/ps.71038,https://pubmed.ncbi.nlm.nih.gov/42298749/,Pest management science,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway; Bait substrate / ingestion of Bb conidia,wave1_narrow_signal,high,accepted,
3427,rayyan-628422347,Microbial control of Musca domestica (Diptera: Muscidae) with selected strains of Beauveria bassiana,2005,"Lecuona, Roberto E;Turica, Mariana;Tarocco, Federico;Crespo, Diana C",10.1093/jmedent/42.3.332,"[""http://europepmc.org/abstract/MED/15962783"", ""https://doi.org/10.1603/0022-2585(2005)042[0332:MCOMDD]2.0.CO;2""]",Journal of medical entomology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|02b_strains_traits,formulation-delivery|efficacy|strains-traits,Trap/bait/lure/electrostatic delivery pathway; Strain traits linked to carrier/trap/surface context,reaudit_prior_relevant,high,accepted,1
139,rayyan-628415320,New Approach of Beauveria bassiana to Control the Red Palm Weevil (Coleoptera: Curculionidae) by Trapping Technique,2015,"Hajjar, M J;Ajlan, A M;Al-Ahmad, M H",10.1093/jee/tou055,https://app.dimensions.ai/details/publication/pub.1020039684,Journal of Economic Entomology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|01-existing-products,existing-products|formulation-delivery|efficacy,Named commercial Bb product or registry/approval product record; Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing,wave1_narrow_signal,high,accepted,
6140,rayyan-628432905,"New Metabolites, Antifeedant, Insecticidal Activities, and Reciprocal Relationship Between Insect and Fungus from Endophyte Schizophyllum commune",2022,"Wang, Cui-Fang;Yang, Xue-Qiong;Sun, Jing;Wang, Ting;Cui, Han-Rong;Yang, Ya-Bin;Ding, Zhong-Tao",10.1002/cbdv.202200130,"[""http://europepmc.org/abstract/MED/35580000"", ""https://doi.org/10.1002/cbdv.202200130""]",Chemistry & biodiversity,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
4918,rayyan-628423958,Occurrence and diversity of insect-associated fungi in natural soils in China,2008,"Sun, Bing-Da;Liu, Xing-Zhong",10.1016/j.apsoil.2007.12.001,"[""http://europepmc.org/abstract/AGR/IND44029945"", ""https://doi.org/10.1016/j.apsoil.2007.12.001""]",Applied Soil Ecology.,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
5714,rayyan-628426283,Perspectives for the biological control of Cameraria ohridella.,2007,Zemek R;Prenerova E;Volter L;Weyda F;Skuhravy V,,https://pubmed.ncbi.nlm.nih.gov/18399483/,Communications in agricultural and applied biological sciences,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
5468,rayyan-628425577,Pest Management Strategies Against the Coffee Berry Borer (Coleoptera: Curculionidae: Scolytinae).,2018,Infante F,10.1021/acs.jafc.7b04875,https://pubmed.ncbi.nlm.nih.gov/29528640/,Journal of agricultural and food chemistry,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave2_gap_bait_trap,high,accepted,
833,rayyan-628419529,Phylogenetic Relationships and Acaricidal Effects of Beauveria bassiana Obtained from Cattle Farm Soils Against Rhipicephalus microplus,2018,"Fernandez-Salas, Agustin;Alonso-Diaz, Miguel Angel;Morales, Rogelio Alejandro Alonso;Lezama-Gutierrez, Roberto;Cervantes-Chavez, Jose Antonio",10.1645/17-162,"[""http://europepmc.org/abstract/MED/29457960"", ""https://doi.org/10.1645/17-162""]",The Journal of parasitology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
2344,rayyan-628421167,"Population Dynamics and Control Potential of the Soil-Dwelling Stages of the South African Citrus Thrips, Scirtothrips aurantii (Thysanoptera: Thripidae), on Avocado",2021,"Bara, GT;Laing, MD",,http://europepmc.org/abstract/AGR/IND607523508,African entomology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave2_gap_bait_trap,high,accepted,
509,rayyan-628415959,Potential of Beauveria Species Isolated from Southern Kazakhstan for Controlling Colorado Potato Beetle (Leptinotarsa decemlineata) Populations Under Arid Conditions,2025,"Abdukerim, Rauza;Mussina, Meiramgul;Abysheva, Gaukartas;Tumenbayeva, Nagima;Mombayeva, Bekzat;Karabayeva, Assel;Amangeldi, Nurgul;Amangeldikyzy, Zamzagul",10.3390/insects16020176,https://app.dimensions.ai/details/publication/pub.1185358960,Insects,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
1008,rayyan-628419716,Potential of Beauveria bassiana application via a carrier to control the large pine weevil,2021,"Lalik, Michal;Galko, Juraj;Nikolov, Christo;Rell, Slavomir;Kunca, Andrej;Zubrik, Milan;Hyblerova, Silvia;Barta, Marek;Holusa, Jaroslav",10.1016/j.cropro.2021.105563,"[""http://europepmc.org/abstract/AGR/IND607266403"", ""https://doi.org/10.1016/j.cropro.2021.105563""]",Crop Protection,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing,wave1_narrow_signal,high,accepted,
2129,rayyan-628420936,"Preparation, characterization, and insecticidal activity evaluation of three different formulations of Beauveria bassiana against Musca domestica",2013,"Mishra, Sapna;Kumar, Peeyush;Malik, Anushree",10.1007/s00436-013-3529-6,"[""http://europepmc.org/abstract/MED/23861009"", ""https://doi.org/10.1007/s00436-013-3529-6""]",Parasitology research,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing,wave1_narrow_signal,high,accepted,
4665,rayyan-628423616,Sequencing of new beauverolides by high-performance liquid chromatography and mass spectrometry,2001,"Kuzma, M;Jegorov, A;Kacer, P;Havlicek, V",10.1002/jms.213,"[""http://europepmc.org/abstract/MED/11747104"", ""https://doi.org/10.1002/jms.213""]",Journal of mass spectrometry : JMS,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
6039,rayyan-628429410,"Towards the development of an autocontamination trap system to manage populations of emerald ash borer (Coleoptera: Buprestidae) with the native entomopathogenic fungus, Beauveria bassiana.",2012,Lyons DB;Iavallee R;Kyei-Poku G;Van Frankenhuyzen K;Johny S;Guertin C;Francese JA;Jones GC;Blais M,10.1603/ec12325,https://pubmed.ncbi.nlm.nih.gov/23356056/,Journal of economic entomology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
5447,rayyan-628425361,Using Autumnal Trap Crops to Manage Tarnished Plant Bugs (Lygus lineolaris),2022,"Dumont, Francois;Provost, Caroline",10.3390/insects13050441,"[""http://europepmc.org/abstract/MED/35621777"", ""https://www.mdpi.com/2075-4450/13/5/441/pdf?version=1651921608""]",Insects,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
2043,rayyan-628420843,Variability in virulence of Beauveria spp. soil isolates against Ostrinia nubilalis,2021,"Medo, Juraj;Medova, Janka;Michalko, Jaroslav;Cagan, Ludovit",10.1111/jen.12806,"[""http://europepmc.org/abstract/AGR/IND607238345"", ""https://doi.org/10.1111/jen.12806""]",Journal of Applied Entomology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|02b_strains_traits,formulation-delivery|efficacy|strains-traits,Trap/bait/lure/electrostatic delivery pathway; Strain traits linked to carrier/trap/surface context,wave1_narrow_signal,high,accepted,
2964,rayyan-628421874,"Virulence of Beauveria bassiana, Metarhizium anisopliae and Paecilomyces lilacinus to the engorged female Hyalomma anatolicum anatolicum tick (Acari: Ixodidae)",2011,"Sun, Ming;Ren, Qiaoyun;Guan, Guiquan;Liu, Zhijie;Ma, Miling;Gou, Huitian;Chen, Ze;Li, Youquan;Liu, Aihong;Niu, Qingli;Yang, Jifei;Yin, Hong;Luo, Jianxun",10.1016/j.vetpar.2011.03.027,"[""http://europepmc.org/abstract/MED/21511397"", ""https://doi.org/10.1016/j.vetpar.2011.03.027""]",Veterinary parasitology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
5752,rayyan-628426354,A Field Efficacy Evaluation of In2Care Mosquito Traps in Comparison with Routine Integrated Vector Management at Reducing Aedes aegypti.,2021,Buckner EA;Williams KF;Ramirez S;Darrisaw C;Carrillo JM;Latham MD;Lesser CR,10.2987/21-7038,https://pubmed.ncbi.nlm.nih.gov/34817613/,Journal of the American Mosquito Control Association,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery|02a_efficacy,autodissemination|formulation-delivery|efficacy,Autodissemination/disseminator/SIT or vectoring pathway; Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
942,rayyan-628419644,A preliminary evaluation of the potential of Beauveria bassiana for bed bug control,2012,"Barbarin, Alexis M;Jenkins, Nina E;Rajotte, Edwin G;Thomas, Matthew B",10.1016/j.jip.2012.04.009,"[""http://europepmc.org/abstract/MED/22555012"", ""https://doi.org/10.1016/j.jip.2012.04.009""]",Journal of invertebrate pathology,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery,autodissemination|formulation-delivery,Autodissemination/disseminator/SIT or vectoring pathway; Formulation/carrier with trap/bait/device framing,wave2_gap_03_horizontal,high,accepted,
4960,rayyan-628424045,Adverse effects of the fungal biopesticide Beauveria bassiana on a predatory social wasp.,2024,Cappa F;De Fazi L;Baracchi D;Cervo R,10.1016/j.scitotenv.2023.168202,https://pubmed.ncbi.nlm.nih.gov/37914122/,The Science of the total environment,04-nontarget-ecotox,04-nontarget-ecotox|03-autodissemination-social,seed-vespideae|key-beauveria-vespidae,Vespidae/Vespa/hornet with Bb,reaudit_prior_relevant,high,accepted,1
450,rayyan-628415842,Auto-dissemination of commercially available fungal pathogens in a laboratory assay for management of the brown dog tick Rhipicephalus sanguineus,2019,"Weeks, E. N. I.;Allan, S. A.;Gezan, S. A.;Kaufman, P. E.",10.1111/mve.12426,https://app.dimensions.ai/details/publication/pub.1123667493,Medical and Veterinary Entomology,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery,autodissemination|formulation-delivery,Autodissemination/disseminator/SIT or vectoring pathway; Formulation/carrier with trap/bait/device framing,wave2_gap_03_horizontal,high,accepted,
3552,rayyan-628422474,Autodissemination of Beauveria bassiana by sap beetles (Coleoptera: Nitidulidae) to overwintering sites,2003,"Dowd, PF;Vega, FE",10.1080/0958315021000054395,"[""http://europepmc.org/abstract/AGR/IND43648306"", ""https://doi.org/10.1080/0958315021000054395""]",Biocontrol science and technology.,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery|02a_efficacy,autodissemination|formulation-delivery|efficacy,Autodissemination/disseminator/SIT or vectoring pathway; Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
6150,rayyan-628433116,Autodissemination of Metarhizium anisopliae and Beauveria bassiana in Musca domestica L. Results in Less Oviposition and Short Gonotrophic Cycle,2015,"Garcia-Munguia, CA;Reyes-Villanueva, F;Rodriguez-Perez, MA;Cortez-Madrigal, H;Acosta-Ramos, M;Ibarra-Juarez, LA;Velazquez-Machuca, MA;Silva-Garcia, JT;Rebollar-Plata, M;Garcia-Munguia, AM",,http://europepmc.org/abstract/AGR/IND604666420,Southwestern Entomologist,03-autodissemination-social,03-autodissemination-social,autodissemination,Autodissemination/disseminator/SIT or vectoring pathway,reaudit_prior_relevant,high,accepted,1
5454,rayyan-628425450,Autoinoculation trap for management of Hypothenemus hampei (Ferrari) with Beauveria bassiana (Bals.) in coffee crops,2017,"Mota, Luiz Henrique Costa;Silva, Weliton D;Sermarini, Renata Alcarde;Demetrio, Clarice Garcia Borges;Bento, Jose Mauricio S;Delalibera, Italo",10.1016/j.biocontrol.2017.05.007,"[""http://europepmc.org/abstract/AGR/IND605692044"", ""https://doi.org/10.1016/j.biocontrol.2017.05.007""]",Biological Control.,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery|02a_efficacy,autodissemination|formulation-delivery|efficacy,Autodissemination/disseminator/SIT or vectoring pathway; Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
5820,rayyan-628426711,Beauveria bassiana is a potential effective biological agent against Psoroptes ovis var. cuniculi mites,2019,"Jiang, An;Yuanyuan;Yang, Rui;Zhang, Na;Xie, Yue;Lai, Weiming;Peng, Xuerong;Yang, Guangyou;Gu, Xiaobin",10.1016/j.biocontrol.2019.01.010,"[""http://europepmc.org/abstract/AGR/IND606293306"", ""https://doi.org/10.1016/j.biocontrol.2019.01.010""]",Biological Control.,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway,wave2_gap_03_horizontal,high,accepted,
356,rayyan-628415665,Biopesticide Exposure Increases Aggression Without Impairing Nestmate Recognition in a Social Paper Wasp,2025,"De Fazi, Livia;Cervo, Rita;Baracchi, David;Bruschini, Claudia;Cappa, Federico",10.1002/tox.24547,"[""http://europepmc.org/abstract/MED/40495406"", ""https://doi.org/10.1002/tox.24547""]",Environmental toxicology,02a_efficacy,02a_efficacy|03-autodissemination-social|04-nontarget-ecotox,horizontal-spore-transfer|nontarget|seed-vespideae|key-beauveria-vespidae,Horizontal/social spore transfer pathway; Nontarget risk in delivery/product/horizontal Bb context; Vespidae/Vespa/hornet with Bb,wave1_narrow_signal,high,accepted,
1430,rayyan-628420167,"Combining insect pathogenic fungi and a pheromone trap for sustainable management of the fall armyworm, Spodoptera frugiperda (Lepidoptera: Noctuidae)",2020,"Akutse, Komivi S;Khamis, Fathiya M;Ambele, Felicitas C;Kimemia, Jane W;Ekesi, Sunday;Subramanian, Sevgan",10.1016/j.jip.2020.107477,"[""http://europepmc.org/abstract/MED/33053399"", ""https://doi.org/10.1016/j.jip.2020.107477""]",Journal of invertebrate pathology,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy|horizontal-spore-transfer,Trap/bait/lure/electrostatic delivery pathway; Horizontal/social spore transfer pathway,wave1_narrow_signal,high,accepted,
2145,rayyan-628420952,Comparison of Twelve Ant Species and Their Susceptibility to Fungal Infection,2019,"Bos, Nick;Kankaanpaa-Kukkonen, Viljami;Freitak, Dalial;Stucki, Dimitri;Sundstrom, Liselotte",10.3390/insects10090271,"[""http://europepmc.org/abstract/MED/31454953"", ""https://doi.org/10.3390/insects10090271""]",Insects,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway,wave1_narrow_signal,high,accepted,
2229,rayyan-628421041,Contribution of the horizontal transmission of the entomopathogenic fungus Beauveria bassiana to the overall performance of a fungal powder formulation against Triatoma infestans,2011,"Forlani, Lucas;Pedrini, Nicolas;Juarez, M Patricia",10.2147/rrtm.s22961,"[""http://europepmc.org/abstract/MED/30881187"", ""https://doi.org/10.2147/RRTM.S22961""]",Research and reports in tropical medicine,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery|02b_strains_traits,autodissemination|horizontal-spore-transfer|formulation-delivery|strains-traits,Autodissemination/disseminator/SIT or vectoring pathway; Horizontal/social spore transfer pathway; Formulation/carrier with trap/bait/device framing; Strain traits linked to carrier/trap/surface context,wave2_gap_03_horizontal,high,accepted,
5397,rayyan-628425286,Dissemination of microbial agents using an autoinoculating device and several insect species as vectors,1995,"Vega, FE;Dowd, PF;Bartelt, RJ",10.1006/bcon.1995.1064,"[""http://europepmc.org/abstract/AGR/IND20598545"", ""https://doi.org/10.1006/bcon.1995.1064""]",Biological Control.,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery|02a_efficacy,autodissemination|formulation-delivery|efficacy,Autodissemination/disseminator/SIT or vectoring pathway; Trap/bait/lure/electrostatic delivery pathway,wave2_gap_03_horizontal+gap_bait_trap,high,accepted,
1976,rayyan-628420771,Effect of bee-vectored Beauveria bassiana on greenhouse beneficials under greenhouse cage conditions,2012,"Shipp, Les;Kapongo, Jean Pierre;Park, Hong-Hyun;Kevan, Peter",10.1016/j.biocontrol.2012.07.008,"[""http://europepmc.org/abstract/AGR/IND601120470"", ""https://doi.org/10.1016/j.biocontrol.2012.07.008""]",Biological Control.,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery|04-nontarget-ecotox|01-existing-products,existing-products|autodissemination|formulation-delivery|nontarget,Named commercial Bb product or registry/approval product record; Autodissemination/disseminator/SIT or vectoring pathway; Formulation/carrier with trap/bait/device framing; Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
6103,rayyan-628432083,Effect of entomopathogenic fungus Beauveria bassiana on behavior of termite Reticulitermes chinensis.,2025,Hassan H;Hassan A;Raza T;Ding J;Ali A;Huang Q;Lu M,10.1016/j.jip.2025.108419,https://pubmed.ncbi.nlm.nih.gov/40780392/,Journal of invertebrate pathology,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway,wave1_narrow_signal,high,accepted,
563,rayyan-628416045,Efficacy of Beauveria bassiana strain GHA spray applications against coffee berry borer Hypothenemus hampei on Hawai'i Island [Erratum: 2022 ; p.105038],2021,"Wraight, SP;Galaini-Wraight, S;Howes, RL;Castrillo, LA;Griggs, MH;Carruthers, RI;Smith, RH;Matsumoto, TK;Keith, LM",10.1016/j.biocontrol.2021.104587,"[""http://europepmc.org/abstract/AGR/IND607305384"", ""https://doi.org/10.1016/j.biocontrol.2021.104587""]",Biological Control.,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery|02a_efficacy|01-existing-products,existing-products|formulation-delivery|efficacy|horizontal-spore-transfer,Named commercial Bb product or registry/approval product record; Trap/bait/lure/electrostatic delivery pathway; Horizontal/social spore transfer pathway,wave1_narrow_signal,high,accepted,
925,rayyan-628419627,Epidemiology of Beauveria bassiana in Controlled Populations of Bactericera cockerelli1,2017,"Suarez-Nunez, Janette;Alberto Margarito Garcia-Munguia;Hipolito Cortez-Madrigal",,http://europepmc.org/abstract/AGR/IND605947294,Southwestern Entomologist,03-autodissemination-social,03-autodissemination-social,autodissemination|horizontal-spore-transfer,Autodissemination/disseminator/SIT or vectoring pathway; Horizontal/social spore transfer pathway,wave2_gap_03_horizontal,high,accepted,
2592,rayyan-628421435,Evaluation of the In2care Mosquito Station against Culex quinquefasciatus mosquitoes (Diptera: Culicidae) under semifield conditions,2025,"Buckner, Eva A;Romero-Weaver, Ana L;Schluep, Sierra M;Bellamy, Shawna K;Zimler, Rebecca A;Kendziorski, Natalie L;Ramirez, Daviela;Whitehead, Shelley A",10.1093/jme/tjae124,"[""http://europepmc.org/abstract/MED/39373161"", ""https://doi.org/10.1093/jme/tjae124""]",Journal of medical entomology,03-autodissemination-social,03-autodissemination-social,autodissemination,Autodissemination/disseminator/SIT or vectoring pathway,wave1_narrow_signal,high,accepted,
4878,rayyan-628423830,Foster carers influence brood pathogen resistance in ants,2014,"Purcell, Jessica;Chapuisat, Michel",10.1098/rspb.2014.1338,"[""http://europepmc.org/abstract/MED/25143036"", ""https://doi.org/10.1098/rspb.2014.1338""]",Proceedings. Biological sciences,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway,wave1_narrow_signal,high,accepted,
5450,rayyan-628425380,Horizontal Transmission of Beauveria bassiana (Hypocreales: Cordycipitaceae) and Metarhizium anisopliae (Hypocreales: Clavicipitaceae) in Musca domestica (Diptera: Muscidae),2015,"Carcamo, MC;Felchicher, F;Duarte, JP;Bernardi, E;Ribeiro, PB",10.1093/jee/tov163,"[""http://europepmc.org/abstract/MED/26470298"", ""https://doi.org/10.1093/jee/tov163""]",Journal of economic entomology,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway,reaudit_prior_relevant,high,accepted,1
6111,rayyan-628432283,Horizontal transmission of Beauveria bassiana (Bals.) Vuill,2000,"Long, DW;Groden, E;Drummond, FA",10.1046/j.1461-9563.2000.00046.x,"[""http://europepmc.org/abstract/AGR/IND22047371"", ""https://doi.org/10.1046/j.1461-9563.2000.00046.x""]",Agricultural and Forest Entomology,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway; Include from title only; abstract missing; Title-only include; abstract missing; to be verified; Human QA 2026-08-08: accepted from uncertain (title-only),reaudit_prior_relevant,high,accepted,1
5814,rayyan-628426567,Horizontal transmission of Beauveria bassiana spores using infected males and inoculation device: impact on survival and fecundity of Ceratitis capitata (Diptera: Tephritidae),2022,"Galvez, Cesar;Flores, Salvador;Campos, Sergio;Ramirez, Francisco Ramirez;Rosas-Quijano, Raymundo;Montoya, Pablo",10.21203/rs.3.rs-2180398/v1,"[""http://europepmc.org/abstract/PPR/PPR566541"", ""https://www.researchsquare.com/article/rs-2180398/latest.pdf""]",,03-autodissemination-social,03-autodissemination-social,autodissemination|horizontal-spore-transfer,Autodissemination/disseminator/SIT or vectoring pathway; Horizontal/social spore transfer pathway,wave2_gap_03_horizontal,high,accepted,
4917,rayyan-628423950,Horizontal transmission of entomopathogenic fungi by the diamondback moth,2001,"Furlong, MJ;Pell, JK",10.1006/bcon.2001.0981,"[""http://europepmc.org/abstract/AGR/IND23262599"", ""https://doi.org/10.1006/bcon.2001.0981""]",Biological Control.,03-autodissemination-social,03-autodissemination-social,autodissemination|horizontal-spore-transfer,Autodissemination/disseminator/SIT or vectoring pathway; Horizontal/social spore transfer pathway,wave2_gap_03_horizontal,high,accepted,
4911,rayyan-628423899,"Horizontal transmission of the entomopathogenic fungus Beauveria bassiana among the spruce bark beetle, Ips typographus (Col., Scolytidae) in the laboratory and under field conditions",2004,"Kreutz, J;Zimmermann, G;Vaupel, O",10.1080/788222844,"[""http://europepmc.org/abstract/AGR/IND43673592"", ""https://doi.org/10.1080/788222844""]",Biocontrol science and technology.,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway,wave2_gap_03_horizontal,high,accepted,
4708,rayyan-628423659,"Identity, Prevalence, and Pathogenicity of Entomopathogenic Fungi Infecting Invasive Polistes (Vespidae: Polistinae) Paper Wasps in New Zealand",2022,"Reason, Aiden;Bulgarella, Mariana;Lester, Philip J",10.3390/insects13100922,"[""http://europepmc.org/abstract/MED/36292870"", ""https://www.mdpi.com/2075-4450/13/10/922/pdf?version=1665634143""]",Insects,02b_strains_traits,02b_strains_traits|03-autodissemination-social,seed-vespideae|key-beauveria-vespidae,Vespidae/Vespa/hornet with Bb,wave1_narrow_signal,high,accepted,
5087,rayyan-628424478,Indigenous strains of Beauveria and Metharizium as potential biological control agents against the invasive hornet Vespa velutina.,2018,Poidatz J;Lopez Plantey R;Thiery D,10.1016/j.jip.2018.02.021,https://pubmed.ncbi.nlm.nih.gov/29501664/,Journal of invertebrate pathology,00-key-papers,00-key-papers|03-autodissemination-social,seed-vespideae|seed-vespa-velutina|key-beauveria-vespidae,Vespidae/Vespa/hornet with Bb,reaudit_prior_relevant,high,accepted,1
94,rayyan-628415251,"Investigating the potential of an autodissemination system for managing populations of vine weevil, Otiorhynchus sulcatus (Coleoptera: Curculionidae) with entomopathogenic fungi",2018,"Pope, Tom W;Hough, Gemma;Arbona, Charlotte;Roberts, Harriet;Bennison, Jude;Buxton, John;Prince, Gill;Chandler, Dave",10.1016/j.jip.2018.04.002,https://app.dimensions.ai/details/publication/pub.1103243582,Journal of Invertebrate Pathology,03-autodissemination-social,03-autodissemination-social,autodissemination,Autodissemination/disseminator/SIT or vectoring pathway,wave2_gap_03_horizontal,high,accepted,
