record_index,accession_number,title,publication_year,authors,doi,urls,secondary_title,screening_category,screening_categories_all,tags,inclusion_reason,source_wave,agent_confidence,qa_status,prior_asreview_label,abstract,article_link,abstract_missing,abstract_join_method
5453,rayyan-628425448,Horizontal transmission of Beauveria bassiana in Anastrepha ludens (Diptera: Tephritidae) under laboratory and field cage conditions,2007,"Toledo, Jorge;Campos, Sergio E;Flores, Salvador;Liedo, Pablo;Barrera, Juan F;Villasenior, Antonio;Montoya, Pablo",10.1603/0022-0493(2007)100[291:htobbi]2.0.co;2,"[""http://europepmc.org/abstract/MED/17461049"", ""https://academic.oup.com/jee/article-pdf/100/2/291/7020352/jee100-0291.pdf""]",Journal of economic entomology,03-autodissemination-social,03-autodissemination-social,autodissemination|horizontal-spore-transfer,Autodissemination/disseminator/SIT or vectoring pathway; Horizontal/social spore transfer pathway,wave1_narrow_signal,high,accepted,,"The virulence of two products of the fungus Beauveria bassiana (LCPP and Bassianil) on adult Anastrepha ludens (Loew) (Diptera: Tephritidae) and their effect on the mating performance of infected males was evaluated in laboratory and field cage tests. The horizontal transmission capacity of the fungus during copulation or attempted copulation also was quantified using inoculated males as well as the impact of infection on female fecundity and longevity. Both fungal products were found to be highly virulent (LCPP, mortality = 98.7% at 1 x 10(8) conidia per ml, LT50 = 4.20 d, LC50 = 9.35 x 10(5) conidia per ml; Bassianil, mortality = 99.3% at 1 X 10(8) conidia per ml, LT50 = 4.04 d, LC50 = 2.69 x 10(7) conidia per ml). Mating success of inoculated males was not affected compared with the control group during the 3 d postinoculation. Horizontal transmission to females during the first day was 80.6 and 84.3% through mating and 15.4 and 21.6% through attempts to mate and contact during courtship for the LCPP and Bassianil products, respectively. The fertility of infected females was notably reduced, and longevity did not extend beyond 15 d. Our results suggest the possibility of using sterile flies as fungus vectors in sterile insect technique programs, but the potential benefits and shortcomings of this approach require further investigation.",https://doi.org/10.1603/0022-0493(2007)100[291:htobbi]2.0.co;2,0,doi
5814,rayyan-628426567,Horizontal transmission of Beauveria bassiana spores using infected males and inoculation device: impact on survival and fecundity of Ceratitis capitata (Diptera: Tephritidae),2022,"Galvez, Cesar;Flores, Salvador;Campos, Sergio;Ramirez, Francisco Ramirez;Rosas-Quijano, Raymundo;Montoya, Pablo",10.21203/rs.3.rs-2180398/v1,"[""http://europepmc.org/abstract/PPR/PPR566541"", ""https://www.researchsquare.com/article/rs-2180398/latest.pdf""]",,03-autodissemination-social,03-autodissemination-social,autodissemination|horizontal-spore-transfer,Autodissemination/disseminator/SIT or vectoring pathway; Horizontal/social spore transfer pathway,wave2_gap_03_horizontal,high,accepted,,"The mode of transmission of fungus spores (horizontal transmission or assisted auto-dissemination) directly influences the effectiveness of a fungal pathogen when used as a control agent. Fungal infections cause physiological alterations leading to the host's death. During this process, the fungus uses the energy reserves in the hemolymph of insects, affecting the development and performance of individuals and, therefore, the demographic features of their populations. In this work, we evaluated topical inoculation and an auto-disseminator device in the transmission of Beauveria bassiana (Balsamo) Vuillemin conidia to Ceratitis capitata Wiedemann (Diptera: Tephritidae). Survival and fecundity were negatively affected by the action of the fungus, and mortality was influenced by the inoculation method. Inoculated sterile males were as competitive as untreated males and reduced the fecundity and survival of females. We conclude that the pathogenic action of B. bassiana reduces the survival and fecundity parameters of C. capitata infected by horizontal transmission, while the behavioral response of treated sterile males is similar to that of sterile-fertile untreated males. We discuss the potential use of this strategy as part of the pest management of C. capitata .",https://doi.org/10.21203/rs.3.rs-2180398/v1,0,doi
4917,rayyan-628423950,Horizontal transmission of entomopathogenic fungi by the diamondback moth,2001,"Furlong, MJ;Pell, JK",10.1006/bcon.2001.0981,"[""http://europepmc.org/abstract/AGR/IND23262599"", ""https://doi.org/10.1006/bcon.2001.0981""]",Biological Control.,03-autodissemination-social,03-autodissemination-social,autodissemination|horizontal-spore-transfer,Autodissemination/disseminator/SIT or vectoring pathway; Horizontal/social spore transfer pathway,wave2_gap_03_horizontal,high,accepted,,"The relative potential of the pathogenic fungi Beauveria bassiana and Zoophthora radicans for use as autodisseminated biological control agents of the diamondback moth (Plutella xytostella) was compared. The LC50 of B. bassiana conidia to third instar larvae was 499 conidia/mm2 of leaf surface and individual cadavers of mycosed fourth instar larvae yielded a mean of 67.5 x 10(6) (+/-7.5 x 10(6)) conidia. All concentrations of B. bassiana tested in inoculation chambers (0.24, 2.4, and 6.2 micrograms/mm2) induced 100% mortality in adult male moths within 7 days. The times to death and sporulation were concentration and exposure duration dependent. A standard procedure for inoculating male moths resulted in 85% mortality from Z. radicans and 93% mortality from B. bassiana. Pairing of inoculated males with clean moths of both sexes yielded higher rates of passive transmission of B. bassiana than Z. radicans, but there was no evidence for sexual transmission of either pathogen. Similarly, B. bassiana was more effectively transmitted from inoculated male moths to larvae foraging on whole plants. Single sporulating cadavers producing B. bassiana or Z. radicans conidia placed on plants infested with larvae resulted in a similar rate of transmission for both pathogens. However, an increase of the density of sporulating cadavers from one to three/plant increased Z. radicans transmission (greater than fourfold) but had no effect on B. bassiana transmission. Simultaneous inoculations o",https://doi.org/10.1006/bcon.2001.0981,0,doi
4911,rayyan-628423899,"Horizontal transmission of the entomopathogenic fungus Beauveria bassiana among the spruce bark beetle, Ips typographus (Col., Scolytidae) in the laboratory and under field conditions",2004,"Kreutz, J;Zimmermann, G;Vaupel, O",10.1080/788222844,"[""http://europepmc.org/abstract/AGR/IND43673592"", ""https://doi.org/10.1080/788222844""]",Biocontrol science and technology.,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway,wave2_gap_03_horizontal,high,accepted,,"In laboratory and field cage experiments, the horizontal transmission of the entomopathogenic fungus Beauveria bassiana (Boverol) between adults of the spruce bark beetle Ips typographus was examined. In a laboratory experiment, conidia transfer between treated and untreated beetles at different ratios resulted in 96% mortality (MST 4.3 days) at a ratio of 1:1 and 90% mortality (MST 4.5 days) at a ratio of 1:2. At ratios of 1:5, 1:10 and 1:20, the mortalities at 7 days were 83, 77 and 75%, respectively. In a second laboratory experiment, the efficacy of B. bassiana was investigated after transmission from contaminated to healthy beetles over a period of 5 days. Two weeks later, the mortality of treated and untreated beetles was 99% (control mortality was 44%), while the rate of mycosis was 79% in the treatment compared to 10% in the control beetles. A single contact between one treated male (2.0 x 10(5) conidia/beetle) and an untreated female was found to be sufficient to transmit a lethal dose of B. bassiana of about 1.2 x 10(4) conidia. Two experiments in field cages in a spruce stand demonstrated horizontal transmission of B. bassiana (Boverol) between beetles. In the first experiment the transmission was investigated following the introduction of B. bassiana-inoculated beetles into a population of untreated beetles. Significant reductions were observed in the length of maternal galleries, and the number of larvae and pupae. In the second field cage experiment, natural pop",https://doi.org/10.1080/788222844,0,doi
4708,rayyan-628423659,"Identity, Prevalence, and Pathogenicity of Entomopathogenic Fungi Infecting Invasive Polistes (Vespidae: Polistinae) Paper Wasps in New Zealand",2022,"Reason, Aiden;Bulgarella, Mariana;Lester, Philip J",10.3390/insects13100922,"[""http://europepmc.org/abstract/MED/36292870"", ""https://www.mdpi.com/2075-4450/13/10/922/pdf?version=1665634143""]",Insects,03-autodissemination-social,03-autodissemination-social,seed-vespideae,Vespidae/Vespa/hornet with Bb,wave1_narrow_signal,high,accepted,,"Two species of entomogenous fungi were discovered infecting the invasive paper wasp Polistes chinensis during an ecological study on Farewell Spit, New Zealand. We sequenced two nuclear ribosomal RDNA genes, the internal transcribed spacer (ITS) and the small ribosomal subunit 18S, and one protein-coding gene, the translation elongation factor 1-alpha (ef1 ). Combining sequence information with morphological examination, we identified these species as Beauveria malawiensis and Ophiocordyceps humbertii. We estimated that these fungi produce infection in approximately 3.3% of colonies in our study population. In bioassays, we successfully infected P. chinensis individuals from healthy colonies with B. malawiensis, with significant effects on adult mortality. This is the first record of both B. malawiensis and O. humbertii from Polistine hosts in New Zealand, and the first investigation into disease causality by these pathogens in P. chinensis. Our findings may contribute to the future development of biological control agents for paper wasps in New Zealand and elsewhere around the world.",https://doi.org/10.3390/insects13100922,0,doi
5087,rayyan-628424478,Indigenous strains of Beauveria and Metharizium as potential biological control agents against the invasive hornet Vespa velutina.,2018,Poidatz J;Lopez Plantey R;Thiery D,10.1016/j.jip.2018.02.021,https://pubmed.ncbi.nlm.nih.gov/29501664/,Journal of invertebrate pathology,03-autodissemination-social,03-autodissemination-social,seed-vespideae|seed-vespa-velutina,Vespidae/Vespa/hornet with Bb,reaudit_prior_relevant,high,accepted,1,"Alien species often miss parasites in their invaded area, and this is the case in Vespa velutina. This invasive hornet predator of bees was accidentally introduced in Europe from East China in 2004. The control of this species is still problematic. Indeed to destroy nests, applicators currently use large spectrum insecticides, which is too costly or dangerous to applicators and also to the environment, affecting non-targeted arthropods (one period). Studying the potential interest of biological control methods may help to propose alternatives in V. velutina control. We present here the bioassays in which we assessed the potential control efficiency of different indigenous French isolates of entomopathogenic fungi. We inoculated adults V. velutina by different ways: being directly, by walking on a contaminated surface, in the food, or by inter-individual transfers. We tested differences between the isolates and the application methods using two parameters mortality and LT50. The direct inoculation method was the most efficient modality, then the contact, transfer and food. Considering all contamination methods, there was no difference on susceptibility or mortality among different isolates. Still the LT50 was quite short in all isolates (average 5.80.44d), and their virulence was quite high: we conclude that there is high potential in using such entomopathogens as a biological control agent against V. velutina.",https://doi.org/10.1016/j.jip.2018.02.021,0,doi
94,rayyan-628415251,"Investigating the potential of an autodissemination system for managing populations of vine weevil, Otiorhynchus sulcatus (Coleoptera: Curculionidae) with entomopathogenic fungi",2018,"Pope, Tom W;Hough, Gemma;Arbona, Charlotte;Roberts, Harriet;Bennison, Jude;Buxton, John;Prince, Gill;Chandler, Dave",10.1016/j.jip.2018.04.002,https://app.dimensions.ai/details/publication/pub.1103243582,Journal of Invertebrate Pathology,03-autodissemination-social,03-autodissemination-social,autodissemination,Autodissemination/disseminator/SIT or vectoring pathway,wave2_gap_03_horizontal,high,accepted,,"Vine weevil, also known as black vine weevil, (Otiorhynchus sulcatus) is an economically important pest affecting soft fruit and nursery stock in temperate regions. We used laboratory and polytunnel experiments to investigate a novel control system based on autodissemination of spores of an entomopathogenic fungus to populations of adult vine weevils. The fungus was applied as a conidial powder, used on its own or formulated with talc, to a simple plastic refuge for vine weevils. The potential for adult weevils to disseminate the fungus was investigated first in polytunnel experiments using fluorescent powders applied to the refuge in lieu of fungal conidia. In this system, 88% of adult weevils came in contact with the powder within 48 h. When the powder was applied to five adult weevils that were then placed within a population of 35 potential recipients, it was transmitted on average to 75% of the recipient population within 7 days. Three isolates of entomopathogenic fungi (Beauveria bassiana isolate codes 433.99 and 1749.11 and Metarhizium brunneum isolate code 275.86), selected from a laboratory virulence screen. These three isolates were then investigated for efficacy when applied as conidial powders in artificial refuges placed among populations of adult weevils held in experimental boxes in the laboratory at 20 C. Under this regime, the fungal isolates caused 70-90% mortality of adult weevils over 28 days. A final polytunnel experiment tested the efficacy of conidial",https://doi.org/10.1016/j.jip.2018.04.002,0,doi
5070,rayyan-628424415,"Laboratory and field evaluation of an autoinoculation device as a tool to manage poultry red mite, Dermanyssus gallinae, infestations with Beauveria bassiana.",2020,Nascimento MM;Alves LFA;de Oliveira DGP;Lopes RB;Guimaraes ATB,10.1007/s10493-020-00466-6,https://pubmed.ncbi.nlm.nih.gov/31950300/,Experimental & applied acarology,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery|02a_efficacy,autodissemination|formulation-delivery|efficacy,Autodissemination/disseminator/SIT or vectoring pathway; Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,,"The poultry red mite, Dermanyssus gallinae, is a cosmopolitan ectoparasite in hens and has been considered an important threat to the egg production industry. This study evaluated an alternative to manage poultry red mite populations as a complement to conventional chemical treatments and other control strategies in poultry houses. A simple autoinoculation device prepared with corrugated cardboard (CB) or loofah sponge (LS) as inert supports to anchor Beauveria bassiana conidia was used to aggregate and infect mites from infested poultry houses. In the laboratory, mites gathered inside the traps and the average mortalities by the fungus were higher than 70% in CB and LS traps after 5 and 4 days of exposure, respectively. Conidial viability was around 80% in CB and LS traps after 14 and 60 days under unrefrigerated conditions (26 C), respectively. Both trap types tied to hen cages efficiently captured fed mites after blood meal, and fungal infection was observed in 65-90% of the mites in field tests. Between 5 and 25% of the mites recaptured in monitoring cardboard traps installed immediately after CB and LS removal were infected by B. bassiana. According to our results, the use of B. bassiana in an autoinoculation strategy is a potential alternative method for D. gallinae control.",https://doi.org/10.1007/s10493-020-00466-6,0,doi
5811,rayyan-628426494,"Metarhizium anisopliae and Beauveria bassiana: Pathogenicity, Horizontal Transmission, and Their Effects on Reproductive Potential of Thaumatotibia leucotreta (Lepidoptera: Tortricidae).",2020,Mkiga AM;Mohamed SA;du Plessis H;Khamis FM;Akutse KS;Ekesi S,10.1093/jee/toz342,https://pubmed.ncbi.nlm.nih.gov/31913470/,Journal of economic entomology,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway,wave2_gap_03_horizontal,high,accepted,,"The polyphagous moth, Thaumatotibia leucotreta (Meyrick) is among the major constraints to the horticultural industry in East Africa. In a search of sustainable control methods, the pathogenicity of the dry conidia of 17 Metarhizium anisopliae (Metschn.) and five Beauveria bassiana (Bals.) (Vuill.) isolates were tested against T. leucotreta moths. The conidial uptake by a single moth, horizontal transmission, and effect of fungal inoculant on egg-laying and hatchability for the pest were also assessed. The findings from this study showed that tested fungi were virulent to the moths, with 12 isolates causing mortality that ranged between 58.8 and 94.2% for M. anisopliae and three isolates between 57.6 and 84.6% for B. bassiana. The entomopathogenic fungi isolates, M. anisopliae ICIPE 69 and B. bassiana ICIPE 279 were highly virulent with low lethal times to 50% mortality (LT50) of 3.81 and 5.13 d, respectively. The isolate, ICIPE 69 conidia acquisition by a single moth were approximately 4.58 106 and 3.51 106 for males and females, respectively. The lowest survival rate (3.33 %) caused by inoculum transmission was recorded in donor males compared to 16.67% in recipient males. Fecundity was reduced by 33.6 and 25.9% for donor and recipient females, respectively. The pest can acquire conidia from the treated substrate and transmission is then possible between adults. ICIPE 69 is virulent and reduces the reproduction potential of the pest after transmission. The findings are",https://doi.org/10.1093/jee/toz342,0,doi
6146,rayyan-628433046,Microbial Control of the Emerald Ash Borer (Coleoptera: Buprestidae) Using Beauveria bassiana (Hypocreales: Cordycipitaceae) by the Means of an Autodissemination Device,2020,"Srei, Narin;Guertin, Claude;Lavallee, Robert;Lajoie, Marie-Eve;Brousseau, Christian;Bergevin, Rejean;Miller, Fredric;McMillin, Kendra;Trudel, Richard",10.1093/jee/toaa226,"[""http://europepmc.org/abstract/MED/33089312"", ""https://doi.org/10.1093/jee/toaa226""]",Journal of economic entomology,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery|02a_efficacy,autodissemination|formulation-delivery|efficacy,Autodissemination/disseminator/SIT or vectoring pathway; Trap/bait/lure/electrostatic delivery pathway,wave2_gap_03_horizontal+gap_bait_trap,high,accepted,,"The FraxiProtec, an autodissemination device loaded with the fungus Beauveria bassiana isolate CFL-A, was tested in the field to evaluate its potential to infect emerald ash borer adults and reduce their populations. During the 2-yr experimental period, the dispersion of B. bassiana-infected adults was also documented to assess the dissemination capacity of the biocontrol agent beyond the treated areas. The mean percentage of infected emerald ash borer in 2017 and 2018 in 15 treated sites was 43.3 2.9% and 39.7 3.9%, respectively, and no significant variation was observed over the tested years. Furthermore, a 40% significant reduction of the mean emerald ash borer population growth per tree in treated sites was recorded when compared to the control sites. Emerald ash borer infected with B. bassiana isolate CFL-A were collected from baited sticky traps in the sentinel stations in the area surrounding the FraxiProtec-treated sites. Even at a distance of 125 m, an average of 9.4 2.6% infected emerald ash borer were collected. Finally, exploratory analyzes were carried out on parameters such as the area to be treated, ash tree density, and FraxiProtec density to document potential relationships, which could be used in the determination of a prescription.",https://doi.org/10.1093/jee/toaa226,0,doi
6112,rayyan-628432284,Modelling Beauveria bassiana horizontal transmission,2000,"Long, DW;Drummond, FA;Groden, E;Donahue, DW",10.1046/j.1461-9563.2000.00047.x,"[""http://europepmc.org/abstract/AGR/IND22047374"", ""https://doi.org/10.1046/j.1461-9563.2000.00047.x""]",Agricultural and Forest Entomology,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway; Include from title only; abstract missing; Title-only include; abstract missing; to be verified; Human QA 2026-08-08: accepted from uncertain (title-only),wave2_gap_03_horizontal,high,accepted,,"We modelled horizontal transmission of Beauveria bassiana in Colorado potato beetle (CPB) between larval cadavers and soil inhabiting prepupae. The rate of disease transmission, based on the probability of a prepupa contacting sporulating cadavers on the soil surface, is a non-linear function of cadaver density and also dependent upon temperature. The spatial pattern of cadavers is needed to estimate prepupal contacts with cadavers. Observational field studies determined Johnson distributions to model the spatial pattern of cadavers and prepupae in the field. The model also implicitly incorporates within-field larval spatial pattern into estimates of field-level horizontal transmission. Potential for horizontal transmission is higher in simulations using weather data from the warmer year of 1995, than in simulations of the cooler growing season of 1993. Simulations of CPB populations under northern Maine climatic conditions recorded in 1993 and 1995 suggest that horizontal transmission can range from 3 to 24% depending upon the timing of primary infection of larvae in the field. Two simulated sequential applications of B. bassiana targeted at peak first instars resulted in maximum horizontal infection in both years. Sensitivity analysis suggests that horizontal transmission is most sensitive to changes in the proportion of cadavers that sporulate and least sensitive to changes in the time between larval death and the onset of cadaver sporulation. Field validation of the model indicates good prediction of one measure of horizontal infection, the proportion of prepupae which eventually sporulated after being released in controlled field experiments.",https://doi.org/10.1046/j.1461-9563.2000.00047.x,0,doi+manual_user
1066,rayyan-628419778,"Mycosis inhibits cannibalism by Melanoplus sanguinipes, M. differentialis, Schistocerca americana, and Anabrus simplex",2013,"Jaronski, Stefan T",10.1673/031.013.12201,"[""http://europepmc.org/abstract/MED/24786183"", ""https://doi.org/10.1673/031.013.12201""]",Journal of insect science (Online),03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway,wave2_gap_03_horizontal,high,accepted,,"Cannibalism is common among the Acrididae and the Mormon cricket, Anabrus simplex Haldeman (Orthoptera: Tettigoniidae). This behavior has been proposed as a mechanism for the horizontal transmission of Microsporida and entomopathogenic fungi. Aanecdotal observations suggested that the migratory grasshopper, Melanoplus sanguinipes Fabricius (Acrididae), and A. simplex did not eat cadavers that had been killed by insect pathogenic fungi. The hypothesis tested was that A. simplex or M. sanguinipes would not cannibalize individuals freshly killed by the entomopathogenic fungi, Beauveria bassiana Bals.-Criv. (Vuill.) (Hypocreales: Clavicipitaceae), or Metarhizium acridum (Driver and Milner) Bischoff, Rehner, and Humber. Cannibalism was examined in a series of no-choice tests with individual insects. Test insects included healthy adults of M. sanguinipes; the differential grasshopper, M. differentialis (Thomas); the American grasshopper, Schistocerca americana (Drury) (Acrididae); and A. simplex. Individual, starved Acrididae or A. simplex were confined in small cages with either a fungus-killed (but unsporulated) or uninfected cadaver. The insects were then observed periodically for the first 4 hr. After 24 hr, the cadavers were scored for the degree to which they had been consumed. Very few mycotic cadavers were fed upon by the healthy insects, and, at most only the tarsi were eaten. All four species generally refused to eat fungus-infected cadavers. In contrast, freeze-killed ca",https://doi.org/10.1673/031.013.12201,0,doi
1521,rayyan-628420270,Natural biocide disrupts nestmate recognition in honeybees,2019,"Cappa, Federico;Petrocelli, Iacopo;Dani, Francesca Romana;Dapporto, Leonardo;Giovannini, Michele;Silva-Castellari, Jeferson;Turillazzi, Stefano;Cervo, Rita",10.1038/s41598-019-38963-3,"[""http://europepmc.org/abstract/MED/30816211"", ""https://www.nature.com/articles/s41598-019-38963-3.pdf""]",Scientific reports,03-autodissemination-social,03-autodissemination-social|04-nontarget-ecotox,horizontal-spore-transfer|nontarget,Horizontal/social spore transfer pathway; Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave2_gap_03_horizontal+gap_04_pollinator,high,accepted,,"Honeybee colonies are under the threat of many stressors, biotic and abiotic factors that strongly affect their survival. Recently, great attention has been directed at chemical pesticides, including their effects at sub-lethal doses on bee behaviour and colony success; whereas the potential side effects of natural biocides largely used in agriculture, such as entomopathogenic fungi, have received only marginal attention. Here, we report the impact of the fungus Beauveria bassiana on honeybee nestmate recognition ability, a crucial feature at the basis of colony integrity. We performed both behavioural assays by recording bee guards' response towards foragers (nestmate or non-nestmate) either exposed to B. bassiana or unexposed presented at the hive entrance, and GC-MS analyses of the cuticular hydrocarbons (CHCs) of fungus-exposed versus unexposed bees. Our results demonstrated that exposed bees have altered cuticular hydrocarbons and are more easily accepted into foreign colonies than controls. Since CHCs are the main recognition cues in social insects, changes in their composition appear to affect nestmate recognition ability at the colony level. The acceptance of chemically unrecognizable fungus-exposed foragers could therefore favour forager drift and disease spread across colonies.",https://doi.org/10.1038/s41598-019-38963-3,0,doi
379,rayyan-628415693,Optimization and efficacy of an autoinoculation device for managing Liriomyza sativae with Beauveria bassiana,2025,"Zhang, Qikai;Wang, Dengjie;Liang, Xinghui;Wang, Haihong;Lyu, Baoqian",,http://europepmc.org/abstract/AGR/IND609241699,Biological Control.,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery|02a_efficacy,autodissemination|formulation-delivery|efficacy,Autodissemination/disseminator/SIT or vectoring pathway; Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing,wave1_narrow_signal,high,accepted,,"The leafminer Liriomyza sativae Blanchard (Diptera: Agromyzidae) is a significant pest damaging various agricultural and ornamental crops. Control is hindered by its resistance to multiple insecticides. This study aimed to develop and optimize an autoinoculation device specifically for controlling L. sativae and to assess the device's efficacy in field applications. The initial phase involved screening to identify a strain of Beauveria bassiana (Balsamo-Crivelli) Vuillemin that was highly virulent to L. sativae. After selection of the optimal strain, the attractant formulation was refined and the device design was optimized to maximize pest attraction and infection rates. Short- and long-term field trials were then conducted to evaluate the device's effectiveness in the control of pest populations. Results showed that the XJWLMQ-1 strain of B. bassiana had the highest rates of spore production, pest infection, and lethality to the targeted leafminer. The most effective attractant was a blend of trans-2-hexenal, cis-3-hexenol, 1-octen-3-ol, cis-3-hexenyl acetate, and -ionone in a 4:1:1:3:1 ratio at 0.8 g/L concentration. Optimal efficacy was achieved by positioning the attractant 20 cm from the fungal spores and 20 cm above the cowpea canopy. Both short- and long-term trials confirmed that the autoinoculation device was effective in controlling L. sativae populations, suggesting its effective use for biological control of the target pest.",http://europepmc.org/abstract/AGR/IND609241699,0,title
6151,rayyan-628433188,Pathogenicity of entomopathogenic fungi Metarhizium anisopliae and Beauveria bassiana (Hypocreales: Clavicipitaceae) isolates to the adult pea leafminer (Diptera: Agromyzidae) and prospects of an autoinoculation device for infection in the field,2010,"Migiro, LN;Maniania, NK;Chabi-Olaye, A;Vandenberg, J",10.1603/en09359,"[""http://europepmc.org/abstract/MED/20388276"", ""http://www.bioone.org/bioone/?request=get-abstract&issn=0046-225X&volume=039&issue=02&page=0468""]",Environmental entomology,03-autodissemination-social,03-autodissemination-social,autodissemination,Autodissemination/disseminator/SIT or vectoring pathway,reaudit_prior_relevant,high,accepted,1,"Seventeen isolates of Metarhizium anisopliae (Metschnikoff) Sorokin and three isolates of Beauveria bassiana (Balsamo) Vuillemin (Hypocreales: Clavicipitaceae) were evaluated for their pathogenicity to the adult pea leafminer, Liriomyza huidobrensis (Blanchard) (Diptera: Agromyzidae), in the laboratory. Flies were contaminated with dry conidia through a velvet material wrapped around the inner side of a cylindrical plastic tube. All the isolates were pathogenic to the pea leafminer, causing mortality between 40 and 100% at 5 d after exposure. The lethal time for 50% mortality (LT(50)) ranged from 2.6 to 5.4 d, whereas the LT(90) values varied between 3.2 and 9.1 d depending on the isolate. An autoinoculation device was evaluated in cage field experiments using only one of the virulent isolates, M. anisopliae ICIPE 20. The device was loaded with 2-3 g of dry conidia. Mortality of up to 100% was observed in flies captured from fungus-treated cages held under laboratory conditions. The average number of spores picked up by a single fly visiting the device increased with days after inoculation. One day after the inoculation, adults picked up an average of 4.1 +/- 0.7 x 10(5) conidia and 39.6 +/- 4.0 x 10(5) conidia 5 d after inoculation. Depending on the sampling date, the LT(50) varied between 1.8 and 3.4 d. Results indicate that some isolates of B. bassiana and M. anisopliae are highly pathogenic to L. huidobrensis, suggesting a potential for their use in the control of this pe",https://doi.org/10.1603/en09359,0,doi
1355,rayyan-628420086,Pathogenicity of three formulations of Beauveria bassiana and efficacy of autoinoculation devices and sterile fruit fly males for dissemination of conidia for the control of Ceratitis capitata,2017,"Toledo, Jorge;Flores, Salvador;Campos, Sergio;Villasenor, Antonio;Enkerlin, Walther;Liedo, Pablo;Valle, Alvaro;Montoya, Pablo",10.1111/eea.12608,"[""http://europepmc.org/abstract/AGR/IND605836419"", ""https://doi.org/10.1111/eea.12608""]",Entomologia Experimentalis et Applicata.,03-autodissemination-social,03-autodissemination-social,autodissemination,Autodissemination/disseminator/SIT or vectoring pathway,reaudit_prior_relevant,high,accepted,1,"This study reports the pathogenicity of three formulations of Beauveria bassiana (Balsamo) Vuillemin (Hypocreales) - Bb-ET, GHA, and Bb-AES - and their application in panel-type and cylinder-type autoinoculation devices, and using sterile males as vectors for the control of Ceratitis capitata (Wiedemann) (Diptera: Tephritidae) in coffee-producing areas of the Central Highlands of Guatemala. Using sterile adults of C. capitata under laboratory bioassays, mean lethal concentrations (LC50) of 1.4 107, 2.4 106, and 8.2 105 conidia ml1, and median survival times of 4.1 0.1, 4.2 0.1, and 3.8 0.1 days, were recorded for the strains GHA, Bb-AES, and Bb-ET, respectively. These values indicate that the three strains were sufficiently pathogenic and that their period of biological activity was considered adequate for using sterile flies as vectors of the inoculum. Observed percentages of sporulated wild C. capitata flies were 57.3, 44.7, and 44.3% for sterile fly vectors, panel devices, and cylinder devices, respectively. The total population reduction at the end of the study period was over 90% for the three treatments. Our results show that sterile males used as vectors or disseminator devices may represent a new control method for area-wide integrated management of Mediterranean fruit flies. The potential of this new approach and its integration with other control methods, including the sterile insect technique, is discussed.",https://doi.org/10.1111/eea.12608,0,doi
6147,rayyan-628433094,Physiological and Pathogenical Characterization of Beauveria bassiana and Metarhizium anisopliae Isolates for Management of Adult Spodoptera frugiperda,2019,"Guti??rrez-C??rdenas, Oscar Giovanni;Cortez-Madrigal, Hipolito;Malo, Edi A;G??mez-Ru??z, Jaime;Nord, Rineaud",,http://europepmc.org/abstract/AGR/IND606489546,Southwestern Entomologist,03-autodissemination-social,03-autodissemination-social,autodissemination|horizontal-spore-transfer,Autodissemination/disseminator/SIT or vectoring pathway; Horizontal/social spore transfer pathway,wave1_narrow_signal,high,accepted,,"To know the potential of entomopathogenic fungi for management of adults of Spodoptera frugiperda J.E. Smith (Lepidoptera: Noctuidae) using the auto-dissemination technique, three isolates of Beauveria bassiana (Balsamo-Crivelli) Vuillemin and six isolates of Metarhizium anisopliae (Metschnikoff) (Hypocreales: Clavicipitaceae) were characterized physiologically and pathogenically. At the time 50% of conidia germinated (GT50), pathogenicity, effect of relative humidity, and horizontal transmission of the entomopathogen male-female in three ratios (1:5, 1:10, 1:15) were evaluated. In addition, a preliminary device for auto-dissemination of the entomopathogen was evaluated. All isolates were pathogenic (33.3-100%) toward adults of the insect. Pathogenicity and TG50 were very correlated (r = 0.8) and fluctuated from 14.1 to 20.3 hours. Because of intermediate pathogenicity (68.7%) and varying response to humidity (62-100%), isolation of M. anisopliae Ma-San Rafel-2 was used for auto-dissemination bioassays. Transmission of the entomopathogen was a function of the number of females exposed. After 11 days, a male transmitted the fungus to 15 healthy females. The males released in devices prepared with fungus + synthetic sex pheromone were attracted, infected, and killed 5 to 8 days later. Our results are fundamental for management of S. frugiperda through auto-dissemination of entomopathogenic fungi.",http://europepmc.org/abstract/AGR/IND606489546,0,title
